"id","accreditation_body","score","max_score","has_score"
"27322","NAAC","4","4","true"
"31158","NAAC","3.0299999999999998","4","true"
"26343","NAAC","2.70000000000000018","4","true"
"27288","ICAR","","","false"
"23422","NAAC","2.5","4","true"
"23484","NBA","","","false"
"24534","Instrumentation Engineering","636","999","true"
"28076","NAAC","2.79999999999999982","4","true"
"28327","NAAC","2.12999999999999989","4","true"
"26759","NAAC","2.70000000000000018","4","true"
"24469","NAAC","2.49000000000000021","4","true"
"29534","NAAC","3","4","true"
"24604","NAAC","2.39000000000000012","4","true"
"29601","NAAC","3.22999999999999998","4","true"
"29918","NAAC","3.33999999999999986","4","true"
"23582","NAAC","2","4","true"
"27042","NAAC","2.81999999999999984","4","true"
"30036","NAAC","2.60000000000000009","4","true"
"27824","National Accreditation Board for Hospitals & Health care Providers (NABH)","","","false"
"28390","NAAC","2.81000000000000005","4","true"
"24114","NAAC","2.91999999999999993","4","true"
"31099","NAAC","3.22999999999999998","4","true"
"23694","NAAC","1.60000000000000009","4","true"
"24904","NAAC","3.12000000000000011","4","true"
"26894","NAAC","2.49000000000000021","4","true"
"24468","NAAC","1.83000000000000007","4","true"
"29576","NAAC","3.04999999999999982","4","true"
"31190","NAAC","3.2799999999999998","4","true"
"26146","NAAC","2.85999999999999988","4","true"
"29361","NAAC","3","4","true"
"26012","NAAC","3.08999999999999986","4","true"
"31108","NAAC","2.08999999999999986","4","true"
"31855","NAAC","2.66000000000000014","4","true"
"30892","NAAC","2","4","true"
"31370","NAAC","1.94999999999999996","4","true"
"27620","NAAC","3.04000000000000004","4","true"
"25283","NAAC","2.29999999999999982","4","true"
"28248","INDIAN NURSING COUNCIL","","","false"
"29083","NAAC","4","4","true"
"25414","NAAC","3.04000000000000004","4","true"
"23329","NAAC","2.16999999999999993","4","true"
"29520","NAAC","2.83000000000000007","4","true"
"26021","NAAC","2.92200000000000015","4","true"
"28979","NBA - PE","717","999","true"
"30818","NAAC","2.89999999999999991","4","true"
"23864","NAAC","2.60999999999999988","4","true"
"26191","NAAC","2.43000000000000016","4","true"
"30593","NAAC","2.31999999999999984","4","true"
"25753","NAAC","2.70000000000000018","4","true"
"23633","NAAC","2.25","4","true"
"26430","NAAC","2.75","4","true"
"26932","NAAC","2.45000000000000018","4","true"
"25198","NAAC","2.87000000000000011","4","true"
"31478","NAAC","3.02000000000000002","4","true"
"23946","Kerala Nursing Council","","","false"
"23610","NAAC","4","4","true"
"29022","NAAC","3.14000000000000012","4","true"
"29535","NAAC","3.12999999999999989","4","true"
"26829","NAAC","3.08000000000000007","4","true"
"28995","NAAC","2.66999999999999993","4","true"
"27385","The Tamil Nadu Dr. M.G.R. Medical University","","","false"
"28985","NAAC","2.7200000000000002","4","true"
"24371","NAAC","2.29999999999999982","4","true"
"28145","NAAC","2.75","4","true"
"27607","NAAC","3.06000000000000005","4","true"
"26216","NAAC","3.70000000000000018","4","true"
"27512","NAAC","2.4700000000000002","4","true"
"30618","NAAC","2.08000000000000007","4","true"
"28706","NAAC","2.93999999999999995","4","true"
"25959","NAAC","2","4","true"
"30370","NAAC","3.31999999999999984","4","true"
"26746","NAAC","2.2799999999999998","4","true"
"31390","Medical Council of India","","","false"
"24490","INDIAN NURSING COUNCIL","","","false"
"28713","NAAC","2.64999999999999991","4","true"
"25768","NAAC","2.75999999999999979","4","true"
"26315","NAAC","2.83000000000000007","4","true"
"24693","NBA","668","999","true"
"26488","NAAC","2.75999999999999979","4","true"
"25880","NAAC","2.79999999999999982","4","true"
"28093","ISO 9001 : 2008","","","false"
"30643","NAAC","3.10000000000000009","4","true"
"28623","NAAC","2.81000000000000005","4","true"
"29494","NAAC","2.89999999999999991","4","true"
"27479","NAAC","3.06999999999999984","4","true"
"28152","NAAC","3.08999999999999986","4","true"
"24692","NAAC","3.10999999999999988","4","true"
"26175","NAAC","2.22999999999999998","4","true"
"28243","NCTE WRC Bhopal","","","false"
"30895","HNRC","","","false"
"25838","Indian Nursing Council","","","false"
"28169","NAAC","2.79000000000000004","4","true"
"28558","NAAC","2.66999999999999993","4","true"
"23937","Indian Nursing Council","","","false"
"26197","NAAC","2.24000000000000021","4","true"
"28090","Rehabilitation Council of India","","","false"
"30512","NAAC","2.16000000000000014","4","true"
"30437","NAAC","3","4","true"
"24152","NAAC","3.5","4","true"
"31088","C-PEC BIRD LUCKNOW","7","10","true"
"29205","NAAC","3.27000000000000002","4","true"
"26068","West Bengal University of Health Sciences","","","false"
"31461","NAAC","3.5","4","true"
"28790","ISO 9001:2008","","","false"
"31421","NAAC","2.16000000000000014","4","true"
"28303","NAAC","2.85000000000000009","4","true"
"25225","NAAC","2.12000000000000011","4","true"
"26843","NAAC","3.12999999999999989","4","true"
"29714","National Board of Accreditation","","","false"
"29333","ISO 9001-2008","","","false"
"27188","NAAC","2.70999999999999996","4","true"
"24376","Indian  Nursing  Council","10","10","true"
"23824","NAAC","2.5","4","true"
"27633","NAAC","2.04000000000000004","4","true"
"27798","ICAR","","","false"
"24579","NAAC","2.35999999999999988","4","true"
"31325","NAAC","2.14000000000000012","4","true"
"29302","NAAC","3","4","true"
"25372","THE TAMIL NADU DR. M.G.R. MEDICAL UNIVERSITY, CHENNAI","","","false"
"27759","NAAC","4","4","true"
"25093","NAAC","3.18999999999999995","4","true"
"24346","NAAC","2.35000000000000009","4","true"
"27220","NAAC","2.72999999999999998","4","true"
"29967","NCTE","","","false"
"26504","NAAC","2.74000000000000021","4","true"
"30267","NAAC","2.41999999999999993","4","true"
"30802","NAAC","3","4","true"
"23692","AAA - Govt. of Gujarat","97.5999999999999943","100","true"
"25399","NAAC","3.14999999999999991","4","true"
"26158","NAAC","2.25","4","true"
"23809","NAAC","1.87999999999999989","4","true"
"26721","NAAC","1.8600000000000001","4","true"
"25335","Indian Nursing Council, Telangana  State","","","false"
"23838","NAAC","2.70999999999999996","4","true"
"30054","NAAC","3.00999999999999979","4","true"
"31553","KNC,INC","","","false"
"25418","ICAR","","","false"
"25679","National Board of Accreditation","0","0","true"
"24991","NAAC","4","4","true"
"26765","NAAC","2.79999999999999982","4","true"
"27696","NAAC","2.5","4","true"
"26606","NAAC","2.7799999999999998","4","true"
"28408","NAAC","2.35999999999999988","4","true"
"23655","NAAC","2.77000000000000002","4","true"
"29670","NAAC","2.39999999999999991","4","true"
"26256","NAAC","2.75999999999999979","4","true"
"31608","abc","0","0","true"
"27825","NBA","","","false"
"30005","NAAC","3.20000000000000018","4","true"
"27502","NAAC","4","4","true"
"24709","u g c","","","false"
"30490","NAAC","3.04000000000000004","4","true"
"29329","NBA-MBA","670","999","true"
"28610","NAAC","3.06999999999999984","4","true"
"26182","NAAC","2.62999999999999989","4","true"
"24589","NAAC","2.06000000000000005","4","true"
"29780","NAAC","2.4700000000000002","4","true"
"27942","NAAC","4","4","true"
"29084","Dr.MGR medical university","","","false"
"30155","NAAC","3.16000000000000014","4","true"
"28965","NAAC","2.7200000000000002","4","true"
"30835","NAAC","2.5","4","true"
"28751","NAAC","3.10000000000000009","4","true"
"28331","NAAC","2.08999999999999986","4","true"
"23985","NAAC","2.64999999999999991","4","true"
"27763","ICAR","","","false"
"27876","NAAC","2.45999999999999996","4","true"
"30831","NAAC","2.31999999999999984","4","true"
"24320","NAAC","2.54999999999999982","4","true"
"23702","NAAC","2.08999999999999986","4","true"
"26889","NAAC","2.20999999999999996","4","true"
"25681","NAAC","2.93000000000000016","4","true"
"30453","NAAC","2.91999999999999993","4","true"
"23722","NAAC","3.10000000000000009","4","true"
"31882","Bhagwan Buddha Primary Teachers Education College","","","false"
"29526","NAAC","2.04999999999999982","4","true"
"24846","NAAC","3.10000000000000009","4","true"
"27834","NAAC","2.60999999999999988","4","true"
"25322","NAAC","2.72999999999999998","4","true"
"30126","NAAC","2.70999999999999996","4","true"
"26534","NAAC","2.60000000000000009","4","true"
"25871","NBA","","","false"
"29428","NAAC","4","4","true"
"26423","NAAC","2.22999999999999998","4","true"
"28987","NAAC","3.2200000000000002","4","true"
"27430","NAAC","2.5","4","true"
"27548","UNIVERSITY OF MUMBAI","","","false"
"29062","NAAC","2.79999999999999982","4","true"
"24848","NAAC","2.68999999999999995","4","true"
"25060","NAAC","3.62000000000000011","4","true"
"27230","NAAC","2.64999999999999991","4","true"
"29521","NAAC","3","4","true"
"29417","NAAC","3.04000000000000004","4","true"
"26905","Directorate of Art, Maharashtra","","","false"
"28361","NAAC","2.35999999999999988","4","true"
"30735","Mahatma Phule Krishi Vidyapeeth","","","false"
"31825","Indian Nursing Council, New Delhi","","","false"
"25710","NAAC","3.04000000000000004","4","true"
"26128","NAAC","2.39999999999999991","4","true"
"25164","NAAC","3.20000000000000018","4","true"
"25208","NAAC","2.54000000000000004","4","true"
"25590","NAAC","2.41999999999999993","4","true"
"27954","NAAC","3","4","true"
"25485","AICTE","","","false"
"25270","National Board of Accreditation","","","false"
"31539","INC,KNMC,KUHS","","","false"
"24512","Indian Nursing Council","","","false"
"23835","NBA-AICTE","7.36000000000000032","10","true"
"28139","NAAC","4","4","true"
"26441","NAAC","2.45000000000000018","4","true"
"26091","NAAC","2.87000000000000011","4","true"
"28521","NATIONAL ACCREDITATION BOARD","","","false"
"30277","NAAC","2.04999999999999982","4","true"
"31599","NAAC","2","4","true"
"26224","NBA","","","false"
"29982","NAAC","3.20000000000000018","4","true"
"25917","Pt. ravishankar Shukla University ,Raipur","","","false"
"30177","NAAC","2.64999999999999991","4","true"
"27409","ISO 9001:2008","","","false"
"31822","MAHARASHTRA NURSING COUNCIL  MUMBAI","","","false"
"25009","NAAC","3.02000000000000002","4","true"
"24596","Rehabilitation Council of India","","","false"
"23365","NAAC","1.6100000000000001","4","true"
"31070","NAAC","2.70000000000000018","4","true"
"24742","NAAC","3.42499999999999982","4","true"
"30819","NAAC","2.27000000000000002","4","true"
"29561","NAAC","2.35000000000000009","4","true"
"29704","NAAC","2.39999999999999991","4","true"
"27786","bar council of india","","","false"
"28459","NAAC","3","4","true"
"29169","NAAC","4","4","true"
"24379","NAAC","3.4700000000000002","4","true"
"26391","NAAC","3.64000000000000012","4","true"
"30253","NAAC","4","4","true"
"26747","NAAC","3.2799999999999998","4","true"
"24418","NCTE & MSCERT","","","false"
"24652","NAAC","2.04999999999999982","4","true"
"31810","NAAC","2.60000000000000009","4","true"
"25371","NBA","","","false"
"29464","NAAC","2.87000000000000011","4","true"
"25445","NAAC","2.54000000000000004","4","true"
"23640","NAAC","1.85000000000000009","4","true"
"27345","NAAC","3","4","true"
"28900","NAAC","3.16000000000000014","4","true"
"27775","NAAC","3.16999999999999993","4","true"
"26787","NAAC","3.10999999999999988","4","true"
"28227","NAAC","2.5","4","true"
"30224","NAAC","3.0299999999999998","4","true"
"28574","Government of Karnataka","","","false"
"25073","NAAC","2.20000000000000018","4","true"
"28589","Government of Karnataka","","","false"
"27715","NAAC","2.35999999999999988","4","true"
"23457","Academic and Administrative Audit (AAA)","","","false"
"28863","UP State Medical Faculty","","","false"
"24277","NAAC","1.92999999999999994","4","true"
"29105","NAAC","2.70999999999999996","4","true"
"27100","NAAC","2.54000000000000004","4","true"
"30609","NAAC","3.08999999999999986","4","true"
"23285","NAAC","1.83000000000000007","4","true"
"31648","NAAC","3.04999999999999982","4","true"
"28318","NAAC","3.20999999999999996","4","true"
"25436","NAAC","2.52000000000000002","4","true"
"24649","NAAC","2.49000000000000021","4","true"
"27416","NAAC","3.5","4","true"
"30211","Affiliation Cummity","72","100","true"
"23455","NAAC","2.88499999999999979","4","true"
"24603","AAA-Gujarat","","","false"
"26647","STATE COUNCIL FOR TECHNICAL EDUCATION AND VOCATIONAL TRAINING, ODISHA","","","false"
"24455","NAAC","2.68000000000000016","4","true"
"27083","NAAC","2.43000000000000016","4","true"
"23875","NAAC","2.70000000000000018","4","true"
"30304","NAAC","2.04000000000000004","4","true"
"24127","WEST BENGAL NURSING COUNCIL","","","false"
"28379","NAAC","2.24000000000000021","4","true"
"29269","NAAC","3.08999999999999986","4","true"
"30394","NAAC","2.43999999999999995","4","true"
"28075","NAAC","2.29899999999999993","4","true"
"29326","NAAC","2.83000000000000007","4","true"
"24041","NAAC","2.0299999999999998","4","true"
"25713","NAAC","2.45999999999999996","4","true"
"26912","Mid India Board of Education of NL of CMAI","","","false"
"23558","NAAC","2.70999999999999996","4","true"
"28984","NAAC","2.89000000000000012","4","true"
"30302","NBA","2","4","true"
"31815","NATIONAL COUNCIL FOR TEACHERS EDUCCATION","100","100","true"
"31316","Indian Nursing Council, New Delhi","","","false"
"24422","NBA","729","999","true"
"24662","NAAC","4","4","true"
"26169","NAAC","2.74000000000000021","4","true"
"23810","NAAC","0","4","true"
"25471","NAAC","3.20000000000000018","4","true"
"28621","NAAC","2.62999999999999989","4","true"
"24387","VNMKV PARBHANI","9","10","true"
"24750","NAAC","3.12999999999999989","4","true"
"27708","NAAC","2.31000000000000005","4","true"
"30872","NAAC","3.29999999999999982","4","true"
"30424","NAAC","2.74000000000000021","4","true"
"25785","NAAC","3.08499999999999996","4","true"
"25998","NAAC","3.60999999999999988","4","true"
"27946","NAAC","2.56000000000000005","4","true"
"29270","NAAC","2","4","true"
"23268","NAAC","2.5","4","true"
"31823","NAAC","2.91999999999999993","4","true"
"25152","AICTE","","","false"
"26728","kARNATAKA sTATE  nURSING cOUNCIL","","","false"
"27384","NAAC","2.22999999999999998","4","true"
"27980","NBA","0","0","true"
"28322","NAAC","2.5","4","true"
"30661","Indian Nursing Council","","","false"
"31644","NAAC","2.14000000000000012","4","true"
"26425","NATIONAL BOARD OF ACCREDITATION","","","false"
"27515","NAAC","2.83000000000000007","4","true"
"29958","NAAC","3.20000000000000018","4","true"
"27040","NAAC","3.0299999999999998","4","true"
"25864","NAAC","2.41999999999999993","4","true"
"30707","NAAC","2.70999999999999996","4","true"
"23958","NAAC","2.18000000000000016","4","true"
"29054","NAAC","2.89999999999999991","4","true"
"26864","NAAC","2.0299999999999998","4","true"
"23523","NAAC","1.87000000000000011","4","true"
"26736","NAAC","2.12999999999999989","4","true"
"26300","ICRA","4","5","true"
"26877","NAAC","2.74000000000000021","4","true"
"23700","NAAC","2.66000000000000014","4","true"
"26921","ALL INDIA COUNCIL FOR TECHNICAL EDUCATION","","","false"
"27491","All India Council for Technical Education","","","false"
"31755","NAAC","3.12000000000000011","4","true"
"23928","NAAC","2.85999999999999988","4","true"
"26123","NAAC","2.5","4","true"
"27510","NAAC","2.50999999999999979","4","true"
"29621","NAAC","3.29999999999999982","4","true"
"30046","NAAC","4","4","true"
"25990","NAAC","1.72999999999999998","4","true"
"27793","NAAC","2","4","true"
"31274","INDIAN NURSING COUNCIL","","","false"
"30631","MPKV, Rahuri Acreditation Body","80","100","true"
"26257","NAAC","2.43999999999999995","4","true"
"30635","National Board of Accreditation","","","false"
"28294","NAAC","2.31999999999999984","4","true"
"29997","KNC","","","false"
"29237","NAAC","2.75999999999999979","4","true"
"30862","NAAC","2.39999999999999991","4","true"
"29654","NAAC","3.37000000000000011","4","true"
"28919","NAAC","2.77000000000000002","4","true"
"30809","NAAC","3","4","true"
"26390","NATIONAL BOARD OF ACCREDITATION","638","999","true"
"27004","NAAC","2.20999999999999996","4","true"
"29071","Medical Council of india","","","false"
"23920","NAAC","2.18999999999999995","4","true"
"26206","NAAC","2.66999999999999993","4","true"
"26002","NAAC","2.39000000000000012","4","true"
"30533","NAAC","3.27000000000000002","4","true"
"25347","NAAC","2.60000000000000009","4","true"
"26285","NAAC","3","4","true"
"23796","NAAC","2.83000000000000007","4","true"
"24914","NAAC","2.81000000000000005","4","true"
"26685","NAAC","2.37999999999999989","4","true"
"28557","NAAC","3","4","true"
"24287","NAAC","2.83000000000000007","4","true"
"27549","NAAC","2.41999999999999993","4","true"
"29583","NAAC","1.85000000000000009","4","true"
"24494","NAAC","3.10999999999999988","4","true"
"23386","NAAC","2","4","true"
"23482","NAAC","3","4","true"
"31302","KUHS","","","false"
"23284","NAAC","3.18000000000000016","4","true"
"24922","2(f) & 12(B)","0","0","true"
"30494","NAAC","3","4","true"
"24641","NAAC","2.47999999999999998","4","true"
"27050","NAAC","2.70000000000000018","4","true"
"31165","NAAC","2.16999999999999993","4","true"
"25687","NAAC","2.81999999999999984","4","true"
"25621","NBA","","","false"
"29678","ICAR","","","false"
"31362","NAAC","2.70999999999999996","4","true"
"23580","NAAC","3.18000000000000016","4","true"
"24599","NAAC","3.04000000000000004","4","true"
"26754","NAAC","2.2200000000000002","4","true"
"25429","NAAC","3.10000000000000009","4","true"
"27806","Veterinary Council of India","","","false"
"28780","NAAC","3.14000000000000012","4","true"
"27878","NAAC","2.22999999999999998","4","true"
"28601","NAAC","3.70999999999999996","4","true"
"23934","NAAC","3","4","true"
"27389","NAAC","2.24000000000000021","4","true"
"27073","ICAR","","","false"
"27305","NAAC","2.37999999999999989","4","true"
"29807","NAAC","4","4","true"
"29570","NAAC","2.70999999999999996","4","true"
"25366","INDIAN NURSING COUNCIL","1","1","true"
"30898","EFMD Quality Improvement System","","","false"
"31050","NAAC","2.66000000000000014","4","true"
"24347","NAAC","3.10000000000000009","4","true"
"23731","NAAC","3.37999999999999989","4","true"
"26911","Indian Nursing Council, New Delhi","","","false"
"30678","NAAC","2.64000000000000012","4","true"
"23782","AAA-Gujarat","840.75","999","true"
"31639","NAAC","2.25","4","true"
"27081","NAAC","2.74000000000000021","4","true"
"31878","NAAC","2.10000000000000009","4","true"
"25964","NAAC","2.20000000000000018","4","true"
"24457","NAAC","3.18000000000000016","4","true"
"26868","NAAC","2.4700000000000002","4","true"
"27204","DBT - Star College Scheme","","","false"
"29946","Indian Nursing Council","","","false"
"25020","NAAC","3.04000000000000004","4","true"
"24880","NAAC","3.10000000000000009","4","true"
"28307","NAAC","2.20000000000000018","4","true"
"24408","NAAC","2.29999999999999982","4","true"
"29668","NAAC","3.02499999999999991","4","true"
"28052","NAAC","2.37999999999999989","4","true"
"31019","NAAC","2.56000000000000005","4","true"
"31117","NAAC","2.14999999999999991","4","true"
"29223","NAAC","2.4700000000000002","4","true"
"30073","National Board of Accreditation","0","0","true"
"24231","NAAC","2.79000000000000004","4","true"
"26549","NAAC","2.02000000000000002","4","true"
"31781","NAAC","3","4","true"
"30666","Ministry of Textiles","","","false"
"23467","NAAC","2.16999999999999993","4","true"
"27507","NAAC","3.00999999999999979","4","true"
"30837","NAAC","2.75","4","true"
"24532","NAAC","2.60999999999999988","4","true"
"26578","NAAC","2.70000000000000018","4","true"
"27060","scert","","","false"
"23940","NAAC","2.62999999999999989","4","true"
"30914","NAAC","3.31999999999999984","4","true"
"26997","NAAC","2.20999999999999996","4","true"
"29694","NAAC","3.49000000000000021","4","true"
"24061","NAAC","2.68000000000000016","4","true"
"25127","NAAC","2.18999999999999995","4","true"
"31284","NAAC","2.64000000000000012","4","true"
"30314","NBA","","","false"
"24525","NAAC","3.04000000000000004","4","true"
"29334","NAAC","3.45000000000000018","4","true"
"31677","NAAC","4","4","true"
"28086","NAAC","2.16999999999999993","4","true"
"30192","NAAC","2.62999999999999989","4","true"
"24976","NAAC","3.10999999999999988","4","true"
"23747","KCG - GUJARAT","3.04999999999999982","10","true"
"27038","NAAC","2.72999999999999998","4","true"
"29788","NBA","","","false"
"30460","NAAC","2.60000000000000009","4","true"
"30764","AICTE","","","false"
"23309","NAAC","2.10000000000000009","4","true"
"24505","NAAC","2.64000000000000012","4","true"
"26078","NAAC","3.0299999999999998","4","true"
"28298","NAAC","2.83999999999999986","4","true"
"29362","NAAC","2.5","4","true"
"30112","NAAC","2.66000000000000014","4","true"
"31863","MAHARAJA GANGA SINGH UNIVERSITY,BIKANER","","","false"
"27832","NAAC","3.02000000000000002","4","true"
"25728","NAAC","2.7799999999999998","4","true"
"28590","NAAC","2.68999999999999995","4","true"
"24983","NAAC","1.80000000000000004","4","true"
"29124","NAAC","2.10999999999999988","4","true"
"28079","NAAC","2.74000000000000021","4","true"
"28591","NAAC","2.37000000000000011","4","true"
"25866","NAAC","2.75999999999999979","4","true"
"23245","NAAC","2.58999999999999986","4","true"
"25006","NAAC","3.06000000000000005","4","true"
"25995","NAAC","2.37000000000000011","4","true"
"27273","NAAC","2.62000000000000011","4","true"
"25067","NAAC","3.20000000000000018","4","true"
"26993","NAAC","2.5","4","true"
"28165","NABH accredited hospital","","","false"
"23518","NAAC","1.83000000000000007","4","true"
"24398","NAAC","2.12000000000000011","4","true"
"29943","NAAC","2.06999999999999984","4","true"
"24118","NAAC","3.00999999999999979","4","true"
"27425","NAAC","3.08000000000000007","4","true"
"23292","NAAC","2.62999999999999989","4","true"
"25957","NAAC","3.12000000000000011","4","true"
"28529","Engineering Accreditation Commission(EAC,ABET,USA,www.abet.or)","","","false"
"30537","NBA","","","false"
"27678","NAAC","4","4","true"
"29999","NAAC","2.2200000000000002","4","true"
"27561","NAAC","2.81999999999999984","4","true"
"24546","NAAC","3.99000000000000021","4","true"
"28633","NAAC","2.2200000000000002","4","true"
"31244","NAAC","1.8600000000000001","4","true"
"30563","NAAC","4","4","true"
"28839","NAAC","2.02000000000000002","4","true"
"30369","NAAC","3.12000000000000011","4","true"
"30985","NAAC","3.00999999999999979","4","true"
"29222","NAAC","3.16000000000000014","4","true"
"30790","NAAC","3.04000000000000004","4","true"
"27768","NAAC","2.62000000000000011","4","true"
"27781","NAAC","2","4","true"
"24304","NAAC","0.567500000000000004","4","true"
"24178","NAAC","2.27000000000000002","4","true"
"29465","NAAC","3","4","true"
"30243","NAAC","3.04000000000000004","4","true"
"29063","Chatrapati sahuji maharaj university kanpur","","","false"
"28752","NAAC","2.33000000000000007","4","true"
"29607","ISO 9001:2008","","","false"
"28725","NAAC","2.5","4","true"
"31008","NAAC","1","4","true"
"27941","NAAC","3.06000000000000005","4","true"
"27181","NAAC","2.64000000000000012","4","true"
"26001","NAAC","2.45999999999999996","4","true"
"28160","NAAC","3.02000000000000002","4","true"
"27925","NAAC","2.5299999999999998","4","true"
"29651","NAAC","3.5","4","true"
"26914","NATIONAL COUNCIL OF TEACHER EDUCATION","","","false"
"27390","NAAC","2.16999999999999993","4","true"
"30724","INC","","","false"
"23966","NAAC","1.93999999999999995","4","true"
"30669","NBA","","","false"
"24786","National Board of Accreditation","","","false"
"28445","NAAC","2.62999999999999989","4","true"
"25407","NAAC","2.85000000000000009","4","true"
"30714","NAAC","2","4","true"
"31086","ISO 9001:2002","","","false"
"31193","NAAC","3.54000000000000004","4","true"
"27318","NAAC","3.04000000000000004","4","true"
"25955","INC,KNMC","0","0","true"
"31423","AMBA","","","false"
"30094","Pt. Ravishankar Shukla University Raipur","0","0","true"
"24458","AAA(KCG,Gujarat)","2.54300000000000015","4","true"
"27494","NAAC","4","4","true"
"26538","NAAC","2.81999999999999984","4","true"
"27451","NAAC","3.10000000000000009","4","true"
"24921","NAAC","2.39999999999999991","4","true"
"30273","ICAR","","","false"
"29157","NAAC","3.60000000000000009","4","true"
"26733","NAAC","3.20999999999999996","4","true"
"30996","NABH (Blood Bank)","","","false"
"30050","KNC &INC","","","false"
"26334","NAAC","4","4","true"
"23476","NAAC","2.33999999999999986","4","true"
"27838","NAAC","1.60000000000000009","4","true"
"28181","NAAC","3.08000000000000007","4","true"
"31194","NAAC","3.5","4","true"
"25324","NAAC","3.04999999999999982","4","true"
"30142","NAAC","2.79000000000000004","4","true"
"27183","NAAC","3.06000000000000005","4","true"
"29954","IGAU","84.5300000000000011","100","true"
"27800","NAAC","2.99000000000000021","4","true"
"27622","ISO9001","4","4","true"
"23740","NAAC","2.41000000000000014","4","true"
"24216","NAAC","2.81000000000000005","4","true"
"23320","NAAC","3.18000000000000016","4","true"
"26961","NAAC","2.83999999999999986","4","true"
"30457","NAAC","3.5","4","true"
"30483","NAAC","2.60999999999999988","4","true"
"23677","NAAC","2.10000000000000009","4","true"
"31188","ICAR","72.0300000000000011","103","true"
"26724","NBA","750","999","true"
"27134","NAAC","0","4","true"
"31559","NAAC","3.12000000000000011","4","true"
"23629","NAAC","1.71999999999999997","4","true"
"25068","NAAC","3.14000000000000012","4","true"
"25902","NAAC","3","4","true"
"28982","NBA - SE","712","999","true"
"27496","Director","","","false"
"29587","NAAC","2.5299999999999998","4","true"
"30972","ICAR","","","false"
"28616","NAAC","3.16000000000000014","4","true"
"24481","AAA - KNOWLEDGE CONSORTIUM","8.30000000000000071","10","true"
"25618","NAAC","3.5299999999999998","4","true"
"30668","NBA","","","false"
"23359","NAAC","3.18999999999999995","4","true"
"27014","NAAC","2.00999999999999979","4","true"
"26230","ISO 9001:2008","","","false"
"26463","NAAC","2.56999999999999984","4","true"
"29749","NAAC","4","4","true"
"31801","NAAC","2","4","true"
"26524","NURSING COUNCIL","","","false"
"26718","NAAC","3.45999999999999996","4","true"
"30428","NATIONAL BOARD OF ACCREDITATION","","","false"
"28403","NAAC","1.82000000000000006","4","true"
"31223","NAAC","2.24000000000000021","4","true"
"27525","NAAC","2.16000000000000014","4","true"
"24044","NAAC","2","4","true"
"26508","NAAC","2.04000000000000004","4","true"
"24262","NAAC","2.29999999999999982","4","true"
"29313","NAAC","3.20000000000000018","4","true"
"27039","NAAC","3.31499999999999995","4","true"
"31684","ISO 9001:2008","","","false"
"29740","NAAC","2.83999999999999986","4","true"
"24076","NAAC","2.52000000000000002","4","true"
"27666","NAAC","2.83000000000000007","4","true"
"28923","NAAC","4","4","true"
"26013","NAAC","3.02000000000000002","4","true"
"26973","ISO","","","false"
"27376","NAAC","2.60000000000000009","4","true"
"28166","NAAC","3","4","true"
"26211","NAAC","2.33999999999999986","4","true"
"28654","NAAC","3.16000000000000014","4","true"
"25909","NAAC","2.79999999999999982","4","true"
"25951","NAAC","2.60999999999999988","4","true"
"29004","KERALA NURSING COUNCIL","0","0","true"
"23903","NAAC","2.0299999999999998","4","true"
"24399","NAAC","2.7799999999999998","4","true"
"29688","The Tamil Nadu Dr. MGR Medical University","","","false"
"31358","bar council of india","","","false"
"24268","NAAC","2.49000000000000021","4","true"
"31279","NAAC","2.29999999999999982","4","true"
"31840","NBA","680","999","true"
"28132","NAAC","3.06000000000000005","4","true"
"31430","Mechanical Engineering","695","999","true"
"26438","NAAC","2.18999999999999995","4","true"
"27099","ISO 14001:2004","","","false"
"23792","NAAC","1.84000000000000008","4","true"
"25148","NAAC","3.04000000000000004","4","true"
"26947","NAAC","3.62000000000000011","4","true"
"23312","Indian Nursing Council & Gujrat Nursing Council","","","false"
"25872","ACBSP","","","false"
"24315","NAAC","2.62000000000000011","4","true"
"27032","NAAC","2.70999999999999996","4","true"
"25630","vikram university","0","0","true"
"30732","NIELIT","","","false"
"25552","NAAC","2.2799999999999998","4","true"
"25772","NAAC","2.16000000000000014","4","true"
"31629","ICAR","","","false"
"24828","NAAC","3.39000000000000012","4","true"
"27855","NAAC","2.25999999999999979","4","true"
"28175","NAAC","3.02000000000000002","4","true"
"31578","NAAC","3.10000000000000009","4","true"
"23949","NAAC","1.67999999999999994","4","true"
"28689","NAAC","2.7200000000000002","4","true"
"27262","NAAC","3.0299999999999998","4","true"
"31859","ICAR","","","false"
"23916","NAAC","2.41999999999999993","4","true"
"31813","NAAC","2.62000000000000011","4","true"
"25433","NAAC","2.18000000000000016","4","true"
"25735","NAAC","3","4","true"
"23788","NAAC","2.81999999999999984","4","true"
"28003","NAAC","3.16999999999999993","4","true"
"26157","Indian Association of Physiotherapists","","","false"
"26571","NAAC","0.680000000000000049","4","true"
"25845","NAAC","2.10000000000000009","4","true"
"31456","Dr. BSKKV Dapoli","","","false"
"24696","NAAC","2","4","true"
"25815","NAAC","3.08999999999999986","4","true"
"27116","NAAC","2.50999999999999979","4","true"
"31600","NAAC","1.52000000000000002","4","true"
"23445","AAA(Academic and adm)","2.64999999999999991","4","true"
"26603","NAAC","2.72999999999999998","4","true"
