"id","name"
"49832","Physiotherapy / Nims College of Physiotherapy & Occupational Therapy"
"50014","Agriculture"
"51699","Department of Computer Science and Engineering"
"51648","JRRSU"
"50495","Social Science"
"52071","School of International Studies"
"50173","Faculty of Sahitya & Samskriti"
"52157","Nursing"
"50865","School of Sciences"
"47752","Physical Sciences"
"48401","School of Agriculture"
"51019","Faculty of Social Sciences"
"48580","Shraman Vidya Faculty"
"49213","Alliance School of Business"
"51225","Education"
"49579","Law"
"49053","SCHOOL OF COMPUTER, INFORMATION AND MATHEMATICAL SCIENCES"
"52153","Dentistry"
"52182","Natural Sciences"
"50824","Faculty of Science"
"50948","School of Indian and Foreign Languages"
"50540","School of Applied Science"
"52479","INDAIN INSTITUTE OF INFORMATION TECHNOLOGY"
"52188","ENGINEERING"
"49027","Technology"
"50919","Faculty of Science"
"49976","G N Patel Dairy Science And food technology"
"51575","Applied Sciences"
"51168","Humanities and Social Science"
"49033","Faculty of Computer Science and Engineering"
"48697","Dental Sciences"
"50746","School of Engineering and Technology"
"47960","Rajiv Gandhi Institute of Public Health"
"47950","Faculty of Education"
"49443","School of Languages"
"50687","Faculty of Languages"
"51701","Humanities & Social Sciences"
"50190","Faculty of Science & Technology"
"51159","Faculty of Rural Health and Sanitation"
"47798","Comerce"
"52394","MM INSTITUTE OF NURSING (GIRLS ONLY)"
"49203","Shridhar School of Business Studies and International Trade"
"50497","Education"
"51152","Arts"
"48058","SCHOOL OF PHYSICAL SCIENCES"
"48946","School of Education"
"51944","Faculty of Environmental and Bio Sciences & Technology"
"48301","Education"
"48356","Akal College of Agriculture"
"52150","Faculty of Commerce and Management"
"52341","UHSR"
"49387","Education"
"52331","M.Tech"
"50943","School of Fine Arts"
"52454","School of Education"
"51365","Institute of Agricultural Sciences"
"49985","Department of Yoga and Health"
"50577","Faculty of Social Science"
"52416","Agriculture"
"51276","Faculty of Social Sciences"
"48038","Faculty of Dairy Technology"
"49558","IISER MOHALI"
"50100","School of Performing Arts"
"51824","AMITY SCHOOL OF ARCHITECTURE & PLANNING, KOLKATA"
"49833","Dentistry / Nims Dental College"
"52322","Engineering & Technologies"
"50143","Engineering & Technology"
"48858","Department of Information and Library Sciences"
"51262","Agriculture"
"50019","Institute of Pharmaceutical Research"
"48950","SCHOOL OF BUSINESS STUDIES AND ENTERPRENEURSHIP"
"51177","Commerce and Management"
"50736","Agriculture"
"49536","School of Business and Management"
"49576","Engineering & Technology"
"49885","Invertis Institute of Applied Science & Humanities"
"49637","School of Management"
"52473","School of Physical Sciences"
"48342","Law"
"50862","School of Mathematics and Computer Sciences"
"51677","School of Physical Studies"
"48336","RIDDHI POLYTECHNIC IN ANIMAL HUSBANDRY"
"50628","Fashion Technology"
"49047","DIRECTORATE OF CENTRE FOR ANIMAL PRODUCTION STUDIES"
"48234","Faculty of Commerce & Management"
"48372","SCHOOL OF EDUCATION AND HUMAN RESOURCE DEPEVELOPMENT"
"48439","Commerce"
"48802","School of Law"
"50352","CENTRES / DEPARTMENTS"
"49445","School of Life Sciences"
"48519","Fine Arts, Architecture & Fashion Technology"
"52236","RKDF Medical College, Hospital & Research Centre, Bhopal"
"49265","Commerce"
"48294","Polytechnic in Animal Husbandry, Junagadh"
"50905","Faculty of Ocean Science and Technology   /School of Ocean Studies and Technology"
"48112","Faculty of Adventure Sports and Youth Affairs"
"50244","LAW"
"51018","Faculty of Commerce and Management"
"51811","Suniti Kumar Chattopadhyay School of English & Foreign Languages Studies"
"48349","MEDICAL"
"48530","Faculty of Professional Studies"
"49867","Department of Management, Amritapuri, Kollam"
"50771","Deanery Of Sciences"
"51310","School of Education"
"51948","Haryana School of Business"
"51896","Centre for Distance and Virtual Learning"
"48441","Science"
"49354","Centre for Management Studies, Mangattuparamba"
"51401","Management"
"52210","School of Computer Science and Informatics"
"48541","FACULTY OF LAW"
"52134","Computer Sciences and Application"
"49886","Invertis Institute of Management Studies"
"49444","School of Basic Sciences"
"49097","Medical"
"49887","Invertis Institute of Journalism & Mass Comunication"
"51137","SCIENCE"
"51275","Faculty of Languages"
"49729","Veterinary & Animal Sciences"
"51829","AMITY SCHOOL OF ENGINEERING, KOLKATA"
"49077","SOCIAL SCIENCES"
"50844","Faculty of Allied Health Sciences"
"49012","School of Electrical Sciences"
"50907","Faculty of Management and Social Sciences   /School of Management and Entrepreneurship"
"51991","Education"
"51254","School of Life Sciences"
"50982","Engineering"
"52233","FACULTY OF SOCIAL SCIENCES"
"49526","University College of Commerce & Management"
"51438","College of Biotechnology"
"51183","Dr.B.R.Ambedkar College of Law"
"49343","Faculty of Fine Arts"
"50151","Faculty of Social Sciences"
"50261","University School of Hotel Management & Catering Technology"
"51506","CSE"
"50816","Agricultural Engineering"
"48998","MATS School of Arts & Humanities"
"49518","Faculty of Education"
"48874","Information Technology"
"51132","Foreign Languages"
"49036","Faculty of Civil Engineering"
"50704","FACULTY OF ENGINEERING"
"48797","Mahamaya College of Agricultural Engineering & Technology Campus Ambedkar Nagar"
"48984","Faculty of Sciences"
"51379","Amity school of Fine Arts"
"50179","Medicine"
"52408","Humanities and Social Sciences"
"52090","Faculty of Medicine"
"49378","Department of Environmental Science, Payyanur"
"51486","EDUCATION"
"48514","Earth Sciences and Natural Resources Management"
"48420","Chennai Mathematical Institute"
"51306","School for Law, Rights and Constitutional Governance"
"49173","Department of Mass Communication & Journalism"
"49556","Faculty of Social Science"
"50150","Faculty of Life Sciences"
"52318","Faculty of Scineces"
"52096","Faculty of Engineering"
"49039","Faculty of Science and Humanities"
"49675","Management"
"51888","School of Economics"
"52282","KU SCHOOL OF SOCIAL SCIENCES"
"48228","Faculty Of Engineering and Technology(Chotubhai Gopalbhai Patel Institute of Technology)"
"51567","Institute of Science and Technology"
"50122","School of Biological Sciences"
"51175","Science"
"49141","Faculty of information technology"
"51721","Indus School of Basics and Applied Sciences"
"48696","Medical Science"
"51496","Faculty of Commerce"
"52402","Faculty of Science & Technology"
"50102","Sri Subramania Bharathi School of Tamil Language & Literature"
"51037","FACULTY OF COMPUTER APPLICATION"
"51853","Arni School of Hospitality and Tourism Management"
"52281","KU SCHOOL OF BUSINESS"
"50936","Health & Biomedical Sciences"
"49777","School of Arts & Design"
"50641","Amity School of Engineering and Technology"
"51426","Diploma Programme"
"48794","Agriculture"
"52294","School of Physical Sciences"
"48852","Engineering"
"52174","State University of Performing & Visual Arts"
"50022","Institute of Applied Science & Humanities"
"50343","PERFORMING ARTS"
"49323","INSTITUTE OF DEEN DAYAL UPADHAYAY, AGRA"
"50081","NUCLEAR MEDICINE"
"52305","Faculty of Commerce & Management"
"48699","School of Management Studies"
"52485","Mahatma Gandhi Physiotherapy College"
"49922","Department of Printing and Publishing, Priyadarsini Hills,Kottayam-686560"
"47772","Department of Physical Education"
"48233","Faculty of Nursing"
"49680","Allied Sciences"
"51468","Department of Electronics and Communication Engineering"
"48422","Faculty of Science and Technology"
"50853","School of Music"
"51157","Faculty of Tamil, Indian Languages and Rural Arts"
"50219","Faculty of Humanities"
"49532","University College of Paramedical Sciences"
"49204","Shridhar School of Legal Studies and Governance"
"52396","HNBU MEDICAL UNIVERSITY"
"48428","Indian Institute of Information Technology Vadodara"
"49007","School of Aeronautical Sciences"
"48313","Sumandeep Nursing College"
"49170","A.B.S.M. INSTITUTE OF DENTAL SCIENCES"
"51381","Amity School of Architecture & Planning"
"48150","Institute of Research & Development"
"52152","Architecture"
"49309","Humanity"
"50773","Deanery of Sciences-Faculty of Engineering"
"52371","Faculty of Library and Information Sciences"
"47791","Science"
"48182","INSTITUTE OF DESIGN ENVIRONMENT & ARCHITECTURE"
"50968","School of Technology, off campus, hyderabad"
"48244","Faculty of Indian Medical System"
"49807","Centre for South African & Brazilian Studies"
"50691","Faculty of Business Management and Commerce"
"49539","School of Life Sciences"
"50631","Medical"
"51652","Faculty of Fine Arts"
"51236","Education and Training"
"51407","Faculty of Biological Engg."
"48587","College of Nursing"
"51102","Faculty of Horticulture"
"49091","Science"
"47817","Law"
"50924","Faculty of Commerce"
"47773","University Institute of Paramedical Science"
"50942","School of Sciences"
"49214","Alliance College of  Engineering and Design"
"48249","Institute of Media Studies"
"49128","School of Tamil and Other Indian Languages"
"47949","Faculty of Science"
"51796","Sushrutu School of Medical & Paramedical Science"
"49062","SCHOOL OF SOCIAL SCIENCE AND HUMANITIES"
"49929","Department of Library and Information Science"
"49390","Biotechnology"
"47760","Faculty of Law and Legal Studies"
"48552","Ved Vedang"
"50896","Pharmacy"
"52340","Faculty of SDVS, School of EE and UILC"
"50132","School of Humanities & Arts"
"51073","Faculty of Engineering and Technology"
"52184","Humanities and Social Sciences"
"48538","Faculty of Vedic Studies"
"49565","Arts"
"51660","Faculty of Education"
"48948","SCHOOL OF AGRICULTURE AND ENVIRONMENTAL SCIENCE"
"52041","School of Education"
"48698","School of Computer Application"
"49263","Arts"
"48314","Smt. B.K Shah Medical Institute & Research centre"
"50567","School of Mechanical and Building Sciences (SMBS)"
"49795","Rajiv Gandhi Center for Diabetes"
"48048","Faculty of Earth Environment & Space Science"
"50901","KIMSDU School of Dental Sciences, Karad"
"51831","AMITY SCHOOL OF FINE ARTS, KOLKATA"
"47781","Department of Hotel Management"
"47754","Humanities"
"49928","Department of Lifelong Learning and Extension Priyadarsini Hills,Kottayam-686560"
"49987","Law"
"50073","NEUROLOGY"
"51097","School of Environment and Disaster Management"
"49831","Management & Computer Science / Nims Institute of Management & Computer Science"
"50246","Commerce"
"51775","Health Science"
"51755","Faculty of Agriculture"
"49520","Faculty of Management Studies"
"49410","Faculty of Management Studies"
"47764","ENGINEERING AND TECHNOLOGY"
"49786","Center for Women's Studies"
"48534","Arts."
"50357","EARTH AND ATMOSPHERIC SCIENCE"
"50668","Faculty of Arts, Humanities and social sciences"
"52356","School of Media & Communication"
"49432","Commerce"
"50212","L.N. NURSING COLLEGE"
"51442","Humanities"
"49566","Engineering and Technology"
"48185","INDUS INSTITUTE OF MANAGEMENT STUDIES"
"49083","ARTS"
"49301","Humanistic Studies"
"50282","Faculty of Management Studies (IBS Business School)"
"50181","Nursing"
"50937","School of Education"
"48316","Rural Faculty"
"49252","Faculty of Dental Science"
"49553","Faculty of Arts"
"49569","SCHOOL OF EXCELLENCE IN LAW"
"51085","Faculty of Engineering and Technology"
"48759","SCIENCE"
"51065","Social Science"
"50593","Poonch Campus"
"51805","Hargobind Khurana School of Life Sciences"
"49882","Invertis Institute of Pharmacy"
"49079","EDUCATION"
"50563","Center for Bioseparation Technology (CBST)"
"50931","School of Life Science"
"50163","School of Culture and Creative Expression"
"48084","Commerce"
"48259","School of Criminology & Criminal Justice"
"49996","ENGINEERING AND TECHNOLOGY"
"50854","College of Home Science"
"52149","Faculty of Engineering"
"48243","Faculty of Engineering & Technology"
"51840","FACULTY OF MANAGEMENT"
"52088","Faculty of Science"
"48703","School of Paramedical Studies"
"50041","Law"
"51300","Commerce and Business Management"
"51608","Chemical Science"
"52010","Hamdard Institute of Medical Sciences and Research"
"49621","Faculty of Engineering and Technology"
"51925","Faculty of Science"
"51293","KVK , Begusarai"
"51971","Faculty of Science"
"47761","Faculty of Management and Business Studies"
"51344","Commerce & Management"
"48075","School of Science and Engineering"
"48550","Philosophy"
"50281","Faculty of Education"
"48118","Directorate of Distance Education"
"49505","Amity Institute of Behavioral and Allied Science"
"52212","School of Journalism, Mass Communication and Media"
"48283","School Of Petroleum Management"
"50078","OBSTETRICS AND GYNAECOLOGY"
"48731","School of Physical Sciences"
"51787","Law"
"52295","School of Social Sciences"
"51332","Information Technology"
"48298","Management"
"48647","Centre of Research"
"52205","School of Romance Studies"
"47756","Mathematical and Computer/ Informatics Sciences"
"50923","Faculty of Arts"
"51003","Centre for Comparative Studies"
"50949","School of Journalism and Mass Communication"
"51838","FACULTY OF IT AND COMPUTER SCIENCE"
"49217","NA"
"52084","NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES"
"49283","Faculty of Visual Arts"
"51740","Law"
"48319","Arts Faculty"
"50750","School of Hotel Management and Catering Technology"
"51302","Education"
"50673","Faculty of Engineering And Technology"
"49280","Management"
"51161","Faculty of English and Foreign Languages"
"51414","Faculty of Environmental Sciences"
"51810","Bioinformatics Centre"
"50044","Arts"
"50897","Physiotherapy"
"50475","Faculty of Management"
"48436","Ayurvigyan"
"49806","Kishanganj Centre"
"49437","FACULTY OF ENGINEERING"
"48205","School of Education, Philosophy and Psychology"
"49635","Distance Education"
"47762","MANAGEMENT STUDIES"
"50840","HUMANITIES"
"50279","NURSING COLLEGE"
"50890","School of Computer Science"
"52376","FACULTY OF NURSING"
"48239","Faculty of Medicine & Health Sciences"
"48460","Faculty of Humanities"
"47917","College of Veterinary Sciences"
"50076","GENERAL SURGERY"
"48650","Others"
"49829","Engineering & Technology / Nims Institute of Advanced Engineering"
"50265","College of Law and Governance"
"48393","Faculty of Science"
"48801","Management"
"49819","SCIENCE"
"49045","DIRECTORATE OF EXTENSION EDUCATION"
"52144","Applied Sciences"
"49034","Faculty of Chemical  Engineering"
"50877","Faculty of Computer Application"
"50319","College of Horticulture & Forestry"
"51323","School of Research Methodology"
"49775","School of Sciences"
"52048","Faculty of Law"
"49617","Faculty of Management Sciences and Liberal Arts"
"48784","Baroda Sanskrit Mahavidyalaya"
"49122","School of Economics"
"48993","Faculty of Engineering"
"51653","Faculty of Dentistry"
"48227","Faculty of Medical and Paramedical Science"
"49933","School of Behavioural Sciences, Priyadarsini Hills, Kottayam-686560"
"51076","Law"
"52386","MM INSTITUTE OF COMPUTER TECHNOLOGY & BUSINESS MGT. (MCA)"
"49249","Faculty of Education"
"52246","ENGINEERING & TECHNOLOGY"
"52202","School of Germanic Studies"
"52463","National Council for Disability Studies"
"50789","Institute of Inter Disciplinary Studies"
"51565","School of Information Technology"
"49419","School of Engineering & Technology and Management"
"50879","Sahitya & Sanskriti"
"51056","Faculty of Education, Mangalore University"
"51751","Faculty of Science & Technology"
"50263","University School of Law"
"49441","FACULTY OF AGRICULTURE"
"49857","Indian Institute of Technology Roorkee"
"50652","Social Science"
"52104","Science"
"50999","School of History, Culture & Archaelogy"
"52321","Natural Resource and Management"
"48690","Institute of Chemical Technology"
"50967","Hyderbad Business School, off campus, Hyderabad"
"52345","CIFE Mumbai"
"49328","INSTITUTE OF MANAYAR KANSHI RAM PEETH"
"49906","Faculty of Fine Arts"
"50153","Faculty of Engineering"
"51163","Faculty of Medicine & Surgery"
"50791","Institute of Professional Studies"
"49900","Himalayan School of Management Studies"
"51112","Law"
"51258","Science"
"48210","Faculty of Arts & Humanities / VBT's Institute of Journalism & Mass Communication"
"49614","Pharmacy"
"52385","MM ENGINEERING COLLEGE, MULLANA-AMBALA"
"51482","LAW"
"50978","Applied Sciences"
"50883","School of special education and Rehabilitation"
"50933","Management"
"50533","University"
"51165","Faculty of Pharmacy"
"47971","M.B.A."
"52368","Faculty of Management Studies"
"52306","Faculty of Basic & Applied Science"
"52165","Education"
"49504","Amity Law School"
"50011","School of Mass Communication"
"51802","E.P Odum school of Environmental Sciences"
"47875","Economics"
"48645","Engineering & Technology"
"52245","HUMANITIES & SOCIAL SCIENCES"
"48288","Polytechnic in Horticulture - Junagadh"
"49042","Arts"
"49623","Engineering & Technology"
"49723","Humanities"
"49451","School of Maritime Studies"
"49845","Journalism"
"49210","Arts"
"50657","Physiotherapy / Dr. APJ Abdul Kalam College of Physiotherapy"
"52056","Faculty of Management & Technology"
"50230","Faculty of Management & Commerce"
"51933","SOCIAL SCIENCES"
"52240","RKDF Institute of Science & Technology (MCA)"
"52486","Mahatma Gandhi Occupational Therapy Collge"
"48257","School of Basic Sciences"
"50693","Faculty of Engineering & Technology"
"52338","Faculty of Engineering & Technology"
"49728","Fine art"
"48675","School of Electrical Sciences"
"52274","Sri Ramachandra University"
"49060","SCHOOL OF ISLAMIC STUDIES"
"50917","Faculty of Social Sciences"
"50359","ECONOMICS"
"49312","University Institute of Animation & Multimedia"
"49671","Greater Tamil Lexicon"
"50276","School of Buddhist Studies and Civilization"
"48072","Faculty of Management Studies"
"52118","Physical Sciences"
"52300","School of Earth System Sciences"
"50908","Fisheries Faculty/School of Fisheries Resource Management and Harvest Technology"
"51539","SCHOOL OF PHYSICAL SCIENCES"
"50105","School of Medical Sciences"
"51977","School of Heritage, Tourism, Museology and Archaeology"
"48539","Faculty of Sanskrit and Languages other than Sanskrit"
"51804","Abanindranath Tagore School of Creative Arts & Communication Studies"
"50873","Science and Technology"
"50881","Adhunik Gyan Vigyan"
"47955","Faculty of Science & Technology"
"51731","SCHOOL OF HUMAN SCIENCES"
"52423","Physical Sciences"
"50164","School of Undergraduate Studies"
"51467","Department of Mechanical Engineering"
"49934","Institute for Intensive Research in Basic Sciences"
"51257","Social Science"
"52329","B.TECH (Hons)"
"51007","Centre for Languages & Translation Studes"
"49311","Mathematical & Physical Science"
"50920","Faculty of Education"
"52105","Law"
"50889","School of Criminology and Criminal Justice"
"48492","School of Architecture"
"51394","Faculty of Law"
"49632","Indian Institute of Foreign Trade"
"48721","School of Life Sciences"
"50813","Science"
"51676","School of Law (SAL)"
"48902","School of Library and Information Science"
"51000","International Telugu Centre"
"49715","School of Management and Research"
"52216","School of Earth and Environmental Sciences"
"49501","COLLEGE OF FINE ARTS"
"52330","MCA"
"47769","University Institute of Engineering & Technology"
"49069","School for Physical Sciences (SPS)"
"51248","School of Education"
"51722","Indus School of Arts, Media and Education"
"52133","Performing Arts"
"52261","SCHOOL OF COMPUTER & INFORMATION SCIENCES"
"50561","Center for Nanobiotechnology (CNBT)"
"49276","Arts"
"50106","School of Media and Communication"
"48307","Science & Technology"
"49363","Department of Statistical Sciences, Mangattuparamba"
"52180","Mechanical Engineering"
"49228","Faculty of Arts and Commerce"
"49389","Agriculture and Engineering Science Technology Faculty"
"51229","Law"
"49836","Engineering & Technology / Nims Institute of Engineering & Technology"
"50566","VIT Business School (VITBS)"
"52195","LIFE SCIENCES"
"51326","Education"
"48760","ARTS"
"49834","Architecture & Planning / Nims School of Architecture & Planning"
"49870","Amrita School of Dentistry, Kochi"
"51219","Pharmacy"
"51528","Science"
"47809","Jindal School of Liberal Arts and Humanities"
"51242","Basic Science"
"51343","Education"
"49946","Health Science"
"50024","School of Life Sciences"
"51376","Amity College of Commerce"
"50994","Chitkara School of Engineering & Technology"
"52427","Social Sciences"
"51908","Post Graduate Courses Faculty of Engineering, Town and Regional Planning"
"50097","School of Humanities"
"51295","Faculty of Home Science,Pusa"
"48350","COMMERCE"
"49339","Arts"
"51741","Insurance"
"50793","Arts"
"51266","School of Studies in Engineering & Technology"
"52355","School of Engineering"
"52410","Indian School of Mines, Dhanbad-826004, Jharkhand"
"50071","TRANSFUSION MEDICINE"
"48585","School of Law"
"49367","M.B.A. Centre, Nileswaram"
"50913","School of Computing and Electrical Engineering"
"49076","SCIENCES"
"49285","Faculty of Folk Music  and Arts"
"48535","Science"
"50154","Faculty of Commerce & Management"
"49396","Science and Pharmacy"
"50981","Life Sciences"
"52388","MM INSTITUTE OF COMPUTER TECHNOLOGY & BUSINESS MGT. (HOTEL MGT)"
"49032","Faculty of Business Administration & Management Sciences"
"51022","Faculty of Education"
"50200","SCHOOL OF HUMANITIES"
"50194","SCHOOL OF MANAGEMENT & COMMERCE"
"48536","Faculty of Ancient Indian Sciences and Humanities"
"51780","Technology"
"50492","Fine Arts"
"50630","Knitwear Design"
"51822","AMITY INSTITUTE OF TRAVEL & TOURISM, KOLKATA"
"50469","SCIENCE"
"50298","School of Social Sciences"
"50477","Faculty of Yoga and Allied Health Sciences"
"51931","CULTURAL HERITAGE"
"52483","Mahatma Gandhi Dental College and Hospital"
"48561","Faculty of Unani"
"48770","ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH"
"49969","Aspee College of Home Science"
"49086","Faculty of Information Techonology"
"48866","School of Environmental sciences and natural resource  management"
"49110","School of Education"
"48600","M S Swaminathan School of Agriculture"
"49050","DIRECTORATE OF RESEARCH"
"50629","Textile Design"
"51250","School of Law"
"48345","HOME SCIENCE"
"49423","College of Agriculture"
"51305","Schools"
"51809","Jadunath Sarkar School of Social Sciences"
"50205","Scool of Mechanical & Civil Sciences"
"51869","UNIVERSITY COLLEGE OF COMMERCE & BUSINESS MANAGEMENT"
"49684","School of Biological Science"
"51658","Faculty of Law"
"49430","Science & Technology"
"51790","Pharmacy"
"48374","SCHOOL OF HUMAN SOCIAL SCIENCES"
"48190","School of Law"
"49211","Master of Computer Application"
"51747","Faculty of Social Sciences"
"51919","Faculty of Management"
"48706","College of Pharmacy"
"50152","Faculty of Languages & Literature"
"50785","School of Management Studies"
"51096","School of Mathematical Sciences"
"51816","AMITY INSTITUTE OF APPLIED SCIENCES, KOLKATA"
"51704","College of Agriculture"
"49255","Faculty of Arts & Social Science"
"49422","College of Horticulture"
"51235","Languages, Linguistics and Indology"
"48727","School of Mathematical Sciences"
"52262","SCHOOL OF COMMERCE"
"50067","PATHOLOGY"
"50649","Amity Institute of Behavioral and Allied Sciences"
"51341","Kalinga University"
"49458","Social Science"
"52360","School of Social Science"
"51684","School of Engineering and Technology"
"51692","Department of Electronics and Communication Engineering"
"49341","Science"
"49275","Law"
"52012","Faculty of Management and Information Technology"
"50972","Institute of Pharmacy"
"50500","Department of Basic Sciences"
"52069","School of Arts and Aesthetics"
"50537","Engineering & Technology"
"51424","Vocal"
"48588","Arts"
"51570","Faculty of Engineering & Technology"
"49190","School of Biological Sciences & Biotechnology"
"51857","GYAN VIHAR SCHOOL OF HUMANITIES & SOCIAL SCIENCE"
"48377","SCHOOL OF HERBAL SCIENCES AND NATURO SCIENCES"
"47878","ARTS"
"50131","School of Engineering & Technology"
"50494","Applied Sciences & Technology"
"51976","Education"
"48945","KUNWAR SHEKHAR VIJENDRA AYURVED MEDICAL COLLEGE AND RESEARCH CENTER"
"49078","MANAGEMENT"
"50308","Faculty of Science"
"47956","YOGA AND PHILOSOPHY"
"52151","Faculty of Computer Science and Information Technology"
"49063","Engineering"
"50234","Community College"
"52304","Faculty Of Humanities,Education & Social Sciences"
"52276","Sri Ramachandra College of Biomedical Sciences, Technology & Research"
"52351","Faculty of Architecture and Planning"
"48665","School of Translation and Interpretation"
"52375","FACULTY OF AYURVEDA"
"47933","School of Computer Science"
"49932","School of  Distance Education, Priyadarsini Hills, Kottayam-686560"
"51938","Faculty of Architecture"
"50322","School of Earth Sciences"
"50211","L.N. MEDICAL COLLEGE & RESEARCH CENTRE"
"51388","Amity Institute of Design"
"51667","School of Arts & Information Science (AIS)"
"49891","Law"
"50971","School of Law"
"50849","Faculty of Arts and Humanities"
"49446","School of Computing Sciences"
"49193","School of Management Studies"
"52316","Faculty of Engg"
"50686","Faculty of Pharmaceutical Sciences"
"51522","School of Hotel Management"
"48370","Medicinal Chemistry"
"48689","Traditional Science and Technology"
"49651","Veterinary Polytechnic, Kaljharani (Bathinda)"
"51351","College of Agriculture, Chiplima, Sambalpur"
"49779","School of Nursing Sciences"
"51243","Humanities and Social Science"
"48578","School of Commerce and Management Studies"
"48223","Faculty of Computer Science / C. U. Shah College of Master of Computer Application"
"50644","Amity Institute of Information Technology"
"50705","Faculty of Science and Technology"
"49533","School of Basic Medical Science (Dr.ALM.PGIBMS)"
"50350","INFORMATION TECHNOLOGY"
"51198","Law"
"47959","Post Graduate Diploma in Health Science Librarianship"
"49117","School of Biotechnology and Genetic Engineering"
"52342","SCHOOL OF LAW"
"51818","AMITY INSTITUTE OF ENGLISH STUDIES AND RESEARCH, KOLKATA"
"48337","Faculty of Management and Information Science"
"49789","Ajmal Khan Tibbiya College"
"49253","Faculty of Nursing"
"50039","Pharmacy"
"51389","Faculty of Dentistry"
"48516","Physical Sciences"
"49676","Mass Communication"
"52451","National Centre for Innovations in Distance Education"
"48581","Darshan Faculty"
"49005","MATS School of Information Technology"
"48919","School of Science and Engineering"
"50083","RENAL TRANSPLANT SURGERY"
"51153","Law"
"49913","School Names"
"47780","Institute of Journalism & Mass Communication"
"49392","English"
"50961","Shabda Vidya"
"50545","School of Managment"
"52138","Paramedical Sciences"
"50885","School of Continuing Education"
"47936","Purana"
"48430","GEETANJALI INSTITUTE OF PHARMACY"
"50662","School of Engineering & Technology"
"52431","Lovely Faculty of Applied Medical Sciences"
"50951","School of Economics, Commerce and Management"
"51030","FACULTY OF HOTEL MANAGEMENT"
"48232","Faculty of Mass Communication & Media Technology"
"48521","Education and Humanities"
"49237","FACULTY OF EDUCATION"
"51895","School of Management Studies"
"49267","Faculty of Arts"
"50850","Faculty of Environment and Social Development"
"51560","Medical Sciences - SBMCH (Sree Balaji Medical College and Hospital )"
"49981","Department of Languages"
"49541","School of Mathematics, Statistics and Computer science"
"51464","Physical Education"
"52429","Commerce & Management"
"49185","School of Science and Humanities"
"51498","Center of Excellence - Systems Science"
"48660","School of Law"
"49400","Faculty of Ayurveda"
"50300","School of Health Sciences"
"51338","Social Science"
"50560","School of Information Technology and Engineering (SITE)"
"50130","School of Management"
"50027","School of Mathematics, Computers & Information Sciences"
"50944","School of Business Management"
"51952","Management Studies"
"49633","Social Sciences"
"50945","School of Architecture"
"48540","Faculty of Education and Other Branches of Learning"
"48369","Pharmacology and Toxicology"
"48899","School of Education"
"49321","University Institute of Media Studies"
"48723","School of Educational Sciences"
"52434","School of Extension & Development Studies"
"51017","Deen Dyal Upadhayay Thought Chair"
"48666","School of Humanities and Social Science"
"52363","Department of Science and Engineering"
"48071","Faculty of Law"
"49884","Invertis Institute of Architecture"
"51203","FACULTY OF SCIENCE"
"51905","Post Graduate Courses     Faculty of Sciences"
"52285","School of Basic Sciences & Humanities"
"49148","Diploma Course"
"50267","College of Arts, Science and Humanities"
"50795","University School of Chemical Technology"
"49431","Arts"
"48139","Commerce"
"48400","School of Life Science"
"48242","Faculty of Allied Health Sciences"
"48510","FACULTY OF MANAGEMENT SCIENCE"
"50878","Veda Vedanga"
"50571","Faculty of Tribal Studies"
"48193","Basic Sciences"
"49700","School of Pharmaceutical Sciences"
"49852","Faculty of Arts"
"50753","Seedling Institute of Media Studies"
"47957","YOGA AND LIFE SCIENCE"
"51283","KVK,East Champaran"
"52425","Law"
"49331","DAU DAYAL INSTITUTE OF VOCATIONAL EDUCATION,KHANDARI, AGRA"
"49696","School of Engineering & Technology"
"49016","Faculty of Pharmacy"
"48213","Faculty of Management Studies / VBT's Institute of Management Studies"
"47795","Social Science"
"50238","SVU College of Sciences"
"50701","Faculty of Computer Science & Application"
"50858","Agriculture"
"50114","School of Regional Studies and Earth Sciences"
"49187","School of Commerce"
"50121","School of Social Sciences and Humanities"
"51336","Science"
"49234","FACULTIES OF HUMANITIES AND SOCIAL SCIENCES"
"50887","School of politics and public administration"
"51409","Faculty of Education"
"49862","Department of Social Work, Coimbatore"
"51139","Modern Subjects"
"52247","SCHOOL OF BUSINESS"
"49999","Hotel Management & Catering Technology"
"52292","School of Media and Journalism"
"47767","Department of Adult & Continuing Education"
"48290","Polytechnic in Agricultural Engineering, Targhadia"
"50796","University School of Engineering & Technology"
"52309","Faculty of Medical Sciences"
"50070","ORTHOPAEDICS"
"52269","Sri Ramachandra College of Allied Health Sciences"
"48263","School  of  Economics and Business Administration"
"48922","FACULTY OF SCIENCES"
"49950","Sanskrit & Indian Culture"
"50040","DIPLOMA ENGINEERING"
"51324","Arts"
"51860","GYAN VIHAR SCHOOL OF APPLIED SCIENCES & AGRICULTURE"
"49233","FACULTY OF NURSING"
"50870","Commerce"
"48194","Science"
"50021","Institute of Business Management"
"50201","All India Institute of Medical Sciences, Raipur"
"51200","Technology"
"50928","School of Business Studies"
"51015","Institute of Tribal Studies"
"49902","D.Y.PATIL COLLEGE OF NURSING"
"50658","Nursing / College of Nursing"
"50888","School of Tamil and Culture studies"
"52162","Distance Education"
"48034","Training"
