"id","address_line1","address_line2","area","city","constructed_area","district_code","girl_exclusive","specialized","staff_quarter_available","student_hostel_available","location","no_of_student_hostel","no_of_regional_centers","other_speciality","state_code","website","year_of_establishment","year_when_declared_university","nodal_officer_id","staff_quarter_id","type_id","offers_distance_programme","has_faculty_regular_courses","has_department_regular_courses","has_other_regular_courses","constituted_from_colleges","speciality_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","offers_scholarship","offers_loan","is_accredited","is_foreign_students_enrolled","pin_code","off_shore_center_available","no_of_off_shore_center","has_fellowships","fellowships_id","has_other_minority_data"
"0193","Transit Campus, Pohroo Chowk, Nowgam, Srinagar - 190015","Nowgam Srinagar","503","Srinagar","140","010","false","false","false","true","U","3","0","","01","www.cukashmir.ac.in","2009","2009","175288","","01","false","true","false","false","false","","Central University of Kashmir, Srinagar","2015","170841","170828","170824","The Nodal Officer, CUK is thankful to the Hon'ble Vice Chancellor and worthy Registrar of the Central University of Kashmir for providing every sort of encouragement and support for the completion of the survey. Other administrative, academic and examination sections of the University also deserve appreciation for their help. We are also thankful to concerned officers of MHRD for their timely help and instructions for uploading the data.         s/d         Nodal Officer        Central University of Kashmir","34.1400099999999966","74.470010000000002","92930","","true","false","false","false","190015","false","0","false","","true"
"0792","Anoopshahr","Anoopshahr","100","Anoopshahr","50750.4599999999991","142","false","false","true","true","R","2","0","","09","www.jaypeeu.ac.in","2014","2014","175317","46219","03","false","true","false","false","false","","JAYPEE UNIVERSITY, ANOOPSHAHR","2015","170870","170857","170853","","28.3388099999999987","78.2624100000000027","92954","","true","false","false","false","203390","false","0","false","","false"
"0450","H1 SIPCOT IT Park","Siruseri","5.34999999999999964","Kelambakkam","13462.0499999999993","603","false","true","false","true","R","1","0","Research & Teaching","33","www.cmi.ac.in","1989","2006","175377","","06","false","true","false","false","false","9","Chennai Mathematical  Institue, Chennai","2015","170930","170917","170913","","12.8350010000000001","80.2000010000000003","92989","","true","false","false","true","603103","false","0","true","4723","false"
"0244","Vishwavidyanilya Karyalaya, BH Road","Vishwavidyanilya Karyalaya, BH Road","110.099999999999994","Tumkur","16.8000000000000007","571","false","false","false","false","U","0","0","","29","www.tumkuruniversity.ac.in","2004","2004","175401","","02","false","true","true","false","false","","Tumkur University, Tumkur","2015","170954","170941","170937","","13.0003399999999996","77.0000100000000032","","","false","false","true","false","572103","false","0","false","","true"
"0370","Pondicherry Cuddalore Main Road","Pillayarkuppam Pin 607402","55","Pondicherry","","635","false","true","false","false","R","0","0","","34","sbvu.ac.in","2001","2008","175588","","06","false","false","false","true","true","2","Sri Balajai Vidyapeeth Mahatma Gandhi Medical College, Puducherry","2015","171141","171128","171124","","11.8124219999999998","79.7782430000000033","","","false","false","true","false","607402","false","0","false","","false"
"0798","Block 9, IIITVadodara","Government Engineering College, Sector 28","","Gandhinagar","","486","false","false","false","true","U","3","0","","24","iiitvadodara.ac.in","2013","2013","175642","","19","false","true","false","false","false","","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, VADODARA","2015","171195","171182","171178","","23.2591010000000011","72.6537100000000038","","","false","false","false","false","382028","false","0","false","","true"
"0746","N.H. 8 BYPASS","NEAR EKLINGPURA CHOURAHA","35.5","UDAIPUR","122679.630000000005","130","false","true","true","true","R","7","0","","08","www.geetangaliuniversity.com","2012","2012","175755","46338","03","false","true","false","false","true","2","GEETANJALI UNIVERSITY","2015","171308","171295","171291","","23.3199979999999982","91.2899979999999971","93205","","true","false","false","false","313002","false","0","false","","true"
"0810","MAHARAJA  COLLEGE CAMPUS","PANNA ROAD","418","CHHATARPUR","0","425","false","false","false","false","U","0","0","","23","www.mchhatrasaluniversity.com","2009","2009","175775","","02","false","false","false","false","true","","MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY","2015","171328","171315","171311","1   As a new established state funded University it started from the session 2015-016 under Madhya Pradesh Vishwavidyalaya Adhiniyam 1973. Presently it is conducting the examinations of its affiliated colleges","","","","","false","false","false","false","471001","false","0","false","","false"
"0297","Girinagar, Pune -25","Maharashtra","498","Pune","96787","521","false","true","true","true","R","2","0","Defence","27","www.diat.ac.in","1952","2006","177824","46848","04","false","false","true","false","false","9","Defence Institute of Advanced Technology, Girinagar, Pune","2015","173377","173364","173360","","18.4200100000000013","73.7500100000000032","94410","","true","false","true","false","411025","false","0","false","","true"
"0781","Tarsali-Vadadala Road, Tarsali Bypass","Dhaniyavi Exit, Tarsali","1","Vadodara","2973","486","false","true","false","false","R","0","0","Vocational Skills Education","24","www.teamleaseuniversity.org","2014","2014","176158","","03","false","false","true","true","false","9","TEAM LEASE SKILLS UNIVERSITY","2015","171711","171698","171694","The university is established under PPP model with Government of Gujarat. The Department of Labour & Employment has accorded permission to co-locate in ITI Campus. After due consideration given permission to move to ITC Building. The university has taken up the renovation work of the building and expecting to move to  ITC Building at ITI Campus, Vadodara by April 2016.","22.2610789000000011","73.2138704000000047","","","false","false","false","false","390009","false","0","false","","false"
"0738","Rohtak Bye Pass Road","","75","Jind","1.60000000000000009","077","false","false","false","true","U","1","0","","06","www.crsujind.org","2014","2014","176740","","02","false","true","false","false","false","","CHAUDHARY RANBIR SINGH UNIVERSITY, JIND","2015","172293","172280","172276","","29.3211152999999989","76.3058328000000046","","","false","false","false","false","126102","false","0","false","","true"
"0374","P O NIT Campus","GT Road Byepass","154.5","Jalandhar","141134","037","false","true","true","true","U","12","0","","03","www.nitj.ac.in","1987","2002","176861","46608","07","false","false","true","false","false","4","Dr. B. R. Ambedkar National Institute of Technology, Jalandhar","2015","172414","172401","172397","","31.415882100000001","75.5218639999999937","93852","","true","false","true","true","144011","false","0","true","4786","true"
"0641","Village- Sadopur,Ambala","Ambala - Chandigarh Highway","44","Ambala City","36325","070","false","false","false","true","R","2","0","","06","www.mmambala.org","2010","2011","176883","","03","false","true","false","false","false","","MAHARASHI MARKENDESHWAR UNIVERSITY, SADOPUR-AMBALA","2015","172436","172423","172419","","30.3333300000000001","74.6666599999999931","93864","13403","true","true","false","true","134007","false","0","false","","true"
"0167","Maharshi Dayanand University, Rohtak","","697","Rohtak","275000","082","false","false","true","true","U","16","0","","06","www.mdurohtak.ac.in","1975","1975","176955","46636","02","false","true","false","false","false","","Maharshi Dayanand University, Rohtak","2015","172508","172495","172491","","28.2356200000000008","76.2536400000000043","93910","","true","false","true","true","124001","false","0","true","4793","true"
"0186","V.P.O Waknaghat","Tehsil - Kandaghat","25","Solan","73150.9799999999959","031","false","true","true","true","R","23","0","","02","www.juit.ac.in","2002","2002","177043","46660","03","false","true","false","false","false","4","Jaypee University of Information Technology, Waknaghat, Solan","2015","172596","172583","172579","BESIDES NAAC THE UNDERGRDUATE PROGRAMMES OF THE UNIVERSITY ARE ACCREDITED BY NBA","31.7632100000000008","77.3216400000000021","","","false","false","true","true","173234","false","0","false","","true"
"0249","Jnana Sangama  Machche Belgaum  590 018","","115","Belgaum","42005","555","false","true","true","true","R","5","0","","29","www.vtu.ac.in","1994","1998","177298","46718","02","false","false","true","false","true","4","Vesveswaraiah Technological University, Belgaum","2015","172851","172838","172834","All Data received from all department.BLOCK 1C: Programmes run through Departments/ Centers of affiliated Colleges of VTU and R&D centers: The Research Scholar (Ph.D) are registered with laboratories.BLOCK 2D: Non Teaching Staff: Recruitment process is under progress.","15.7763399999999994","74.4613549999999975","","","false","false","false","false","590018","false","0","false","","false"
"0137","ASHARM ROAD","Income Tax,","98.1599999999999966","AHMEDABAD","68101","474","false","true","true","true","U","11","1","","24","www.gujaratvidyapith.org","1920","1963","177322","46726","05","true","false","true","false","false","10","Gujarat Vidyapith, Ahmedabad","2015","172875","172862","172858","","23.0400010000000002","72.5600009999999997","94126","","true","false","false","true","380014","false","0","true","4808","false"
"0768","Sarisha","Diamond Harbour Road","7","Sarisha","2947","343","true","false","false","false","U","0","0","","19","www.dhwu.ac.in","2012","2012","177437","","02","false","true","false","false","false","","DIAMOND HARBOUR WOMENS UNIVERSITY","2015","172990","172977","172973","","22.1987300000000012","88.202290000000005","","","false","false","false","false","743368","false","0","false","","false"
"0310","Prashaskiya Bhavan, Mauda Road, Ramtek","Dist.Nagpur","9.67999999999999972","Ramtek","1536.45000000000005","505","false","true","false","false","R","0","0","","27","www.kksanskrituni.digitaluniversity.ac","1997","1997","177517","","02","false","true","true","false","false","15","Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek","2015","173070","173057","173053","","21.3935099000000015","79.2995413999999954","94245","","true","false","false","false","441106","false","0","false","","false"
"0699","INDIRA GANDHI UNIVERSITY, MEERPUR","MEERPUR","100","REWARI","39361.1800000000003","085","false","false","true","true","R","2","0","","06","www.igu.ac.in","2013","2013","177645","46798","02","false","false","true","false","true","","INDIRA GANDHI UNIVERSITY, MEERPUR","2015","173198","173185","173181","","28.2415640000000003","76.6959860000000049","94317","","true","false","false","false","122502","false","0","true","4816","false"
"0051","Dibrugarh","Pin-786004","500","Dibrugarh","123931.039999999994","310","false","false","true","true","U","14","0","","18","dibru.ac.in","1965","1965","176951","46635","02","false","false","true","false","false","","Dibrugarh University, Dibrugarh","2015","172504","172491","172487","Under Financial Information we have submitted the Estimated Data for the year 2015-2016 as we have already submitted the same for the year 2014-2015 in the last DCF-I for the year 2014-2015.Further till date Dibrugarh University have not received any scholarship figure from the scholarship authority. Again '0' under result section means not announcement of result. Accreditation validity period is over. For fresh accreditation, process is going on.","27.11111","94.1111099999999965","93908","","true","false","false","true","786004","false","0","true","5229","false"
"0272","Bhopal Bypass Road","Bhauri","200","Bhopal","54000","444","false","false","true","true","U","6","0","","23","www.iiserb.ac.in","2008","2008","178041","46931","07","false","true","false","false","false","","Indian Institute of Science Education & Research (IISER), Bhopal","2015","173594","173581","173577","As on September 30, 2015 the total strength of registered students with IISERB was 953 which includes 2 students from 2010 batch of BS-MS (Dual Degree) programme. They have not complete their programme on account of Semester(s) Drop/Major Change.","23.2853923999999992","77.275457270000004","94559","","true","false","false","false","462066","false","0","true","4831","true"
"0234","manipal.edu Building, Manipal","Manipal","641.809999999999945","Udupi","673906.849999999977","569","false","false","true","true","U","2","0","","29","www.manipal.edu","1993","1993","178070","46939","06","false","false","true","false","true","","Manipal Academy of Higher Education, Manipal","2015","173623","173610","173606","1. Total area and constructed area includes university departments and constituent colleges because, some of the colleges and teaching departments are located in same building, and Total constructed area is same as the Total built up area. 2. We don't have separate quarters for teaching and non-teaching staff details including all the colleges and university teaching departments. 3. There is no separate institution wise hostels, the above hostel details including all the colleges and university teaching departments.4. Designation of faculty as per department Administration: President & Chancellor is replace with Director, Pro-Chancellor is replace with Pro-Vice Chancellor, Registrar is replace with Principal.Dept. of European Studies: Assistant Lecturer is replace with Lecture.Dept. of Philosophy and Humanities: Senior Fellow as Demonstrator, Fellow as Part time Teacher.Centre for Natural Sciences: Advisor as Reader, Research Faculty as Demonstrator, Consultant Professor as Part time Teacher, Post-doctoral Research Fellows with Tutor, Consultants with Ad hoc Teacher, Distinguished fellows as Temporary Teacher, Distinguished visiting Professor as Contract Teacher, Adjunct faculty as Lecturer, visiting faculty as Visiting Teacher.5. In Manipal University 13 University Teaching departments and 2 Centers of Excellence. 6. There is no group wise non teaching staff like A, B, C and D. We have Management Executive, Junior Management Executives, Clerks, Attenders and Cleaning staffs. 6. Financial statements includes all the Constituent colleges and University Teaching Departments.7. Some of the infrastructure are common for all the colleges like Playground, Auditorium, Library, Indoor stadium and Guest House. 8. In dept. of Commerce BBM course is rename as BBA.9. Submitted Letter of Intent to NAAC for reaccreditation and the same was accepted on November 30, 2015 by the NAAC.  Subsequently, Self-Study report has been submitted to NAAC.  Awaiting peer team visit","","","","","false","false","true","true","576104","true","2","false","","false"
"0586","DD-36, Sector-I, Salt Lake, Kolkata-700064","","2.5","Kolkata","3500","337","false","true","false","false","U","0","0","","19","http://www.wbuhs.ac.in","2003","2003","178284","","02","false","true","false","false","true","2","The West Bengal University of Health Sciences, Kolkata","2015","173837","173824","173820","","22.5916500000000013","88.4123100000000051","","","false","false","false","false","700064","false","0","false","","false"
"0352","Central Silk Board Building","Landiguda","430.370000000000005","Koraput","","398","false","false","false","true","R","2","0","","21","www.cuo.ac.in","2009","2009","178376","","01","false","false","true","false","false","","Central University of Orissa, Koraput","2015","173929","173916","173912","","18.7300010000000015","82.8300009999999958","94763","","true","false","false","false","764020","false","0","true","4850","false"
"0537","Sampurnanand Sanskrit Vishwavidyalaya","Jagatganj","67","Varanasi","39755.5500000000029","197","false","true","true","true","U","5","0","","09","ssvv.ac.in","1791","1958","178380","47028","02","false","false","true","false","false","13","Sampurnanand Sanskrit Vishwavidyalaya,  Varanasi","2015","173933","173920","173916","","","","94764","","true","false","true","false","221002","false","0","true","4851","false"
"0358","Kathajodi Campus, On Kathajodi Ring Road","CDA, Sector-13","49.7000000000000028","Cuttack","29259","381","false","true","false","true","U","3","0","","21","www.nluo.ac.in","2008","2008","178452","","02","false","true","false","false","false","3","National Law University, Cuttuck","2015","174005","173992","173988","","","","","","false","false","false","false","753015","false","0","false","","true"
"0686","PHULWARI SHARIF","","96.5","Patna","","230","false","true","false","true","R","3","0","","10","http://www.aiimspatna.org","2009","","178570","","07","false","true","false","false","true","2","ALL INDIA INSTITUTE OF MEDICAL SCIENCES, PATNA","2015","174123","174110","174106","","25.6150100000000016","85.1300099999999986","","","false","false","false","false","801505","false","0","false","","false"
"0583","Ranchi Road","P.O.- Sainik School","13","Purulia","9462.68000000000029","340","false","false","false","false","R","0","0","","19","www.skbu.ac.in","2010","2010","178624","","02","false","true","false","true","false","","Sidho-Kanho Birsa University","2015","174177","174164","174160","","23.3612499999999983","86.3399100000000033","94879","","true","false","false","false","723104","false","0","false","","false"
"0327","Solapur Pune National high way, kegaon, solapur- 413 255","Solapur Pune National high way, kegaon, solapur- 413 255","517.5","Solapur","25000","526","false","false","false","true","U","2","0","","27","http://su.digitaluniversity.ac","2004","2004","179018","","02","false","false","true","false","false","","Solapur University, Solapur","2015","174571","174558","174554","","17.1234499999999983","75.1234500000000054","95118","","true","false","true","false","413255","false","0","false","","true"
"0353","At/Po : R. Sitapur","Via: Uppalada","64","Paralakhemundi","50915","389","false","true","true","true","R","7","0","","21","www.cutm.ac.in","2010","2010","179056","47184","03","false","true","false","false","true","4","Centurion University of Technology and Management","2015","174609","174596","174592","","18.8066290000000009","84.1402049999999946","95141","","true","false","true","false","761211","false","0","false","","true"
"0305","IISER Campus, Next to National Chemical Laboratory","Dr. Homi Bhabha Road, Pashan","98","Pune","117000","521","false","false","true","true","U","2","0","","27","www.iiserpune.ac.in","2006","","179104","47200","07","false","true","false","false","false","","Indian Institute of Science Education & Research (IISER), Pune,","2015","174657","174644","174640","","18.544009599999999","73.8081700000000041","95167","","true","false","false","false","411008","false","0","true","4869","false"
"0288","Race Course Road, Opp. Mela Ground","Gwalior","197.449999999999989","Gwalior","13500","421","false","true","true","false","U","0","0","","23","http://www.rvskvv.net","2008","2008","179439","47285","02","false","false","false","false","true","1","Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior","2015","174992","174979","174975","","26.0000099999999996","78.0000100000000032","","","false","false","false","false","474002","false","0","false","","false"
"0281","B.M.Birla Shodh Sansthan Parisar","Dewas Road","25","Ujjain","100000","435","false","true","false","false","U","0","0","","23","www.mpsvvujjain.org","2008","2008","179516","","02","false","false","true","true","false","15","Maharishi Panini Sanskrit Vishwavidyalaya, Ujjain","2015","175069","175056","175052","","23.1111110999999987","75.4666660000000036","","","false","false","false","false","456010","false","0","false","","false"
"0105","Okhla Industrial Estate, Phase-III,","New Delhi-110020, India","25","New Delhi","32508","098","false","true","true","true","U","2","0","","07","www.iiitd.ac.in","2008","2008","179694","47351","02","false","true","false","false","false","4","Indraprastha Institute of Information Technology, Delhi","2015","175247","175234","175230","Our BTech(CSE) Programme is NBA Accredited","28.546009999999999","77.2730099999999993","","","false","false","true","true","110020","false","0","true","4889","false"
"0664","Ramkrushna Paramhansha Vidhya Sankul","Kh Road, Sector - 15","21.0199999999999996","GANDHINGAR","15122.1399999999994","473","false","true","true","true","U","2","0","Education","24","www.iite.ac.in","2010","2010","179903","47411","02","false","true","false","false","false","9","INDIAN INSTITUTE OF TEACHER EDUCATION, GANDHINAGAR","2015","175456","175443","175439","","23.2370869999999989","72.6369360000000057","95666","13630","true","true","false","false","382016","false","0","false","","false"
"0476","Tirumalaisamudram","Thanjavur","213","Thanjavur","210196","620","false","false","true","true","R","14","6","","33","www.sastra.edu","1984","2001","179933","47424","06","true","false","true","false","false","","Shanmugha Arts, Science, Technology & Reserch Academy (SASTRA), Thanjavur","2015","175486","175473","175469","The Income and Expenditure is inclusive of Srinivasa Ramanujan Centre, Kumbakonam Off-CampusDetails of Scholarship data and Educational Loan data are inclusive of Srinivasa Ramanujan Centre, Kumbakonam Off-Campus","","","95688","13635","true","true","true","false","613401","false","0","true","4899","false"
"0640","Japanese Zone","National Highway-8","49.240000000000002","Neemrana","15695","104","false","false","true","true","R","2","0","","08","www.rafflesuniversity.edu.in","2011","2011","179970","47433","03","false","true","true","true","false","","RAFFLLES UNIVERSITY","2015","175523","175510","175506","","27.9764364000000008","76.387209900000002","95709","","true","false","false","false","301705","false","0","false","","false"
"0054","Housefed Complex, Last Gate","Dispur","21","Guwahati - 781006","2776","321","false","false","false","false","U","0","1","","18","http://www.kkhsou.in","2006","2006","180175","","10","true","true","false","false","false","","Krishna Kanta Hanidiqui State Open University, Guwahati","2015","175728","175715","175711","Our University is a new one. Therefore, final results of our undergraduate programme with semester system and some Post graduate programme are still not completeed.","26.1365189999999998","91.7896429999999981","","","false","false","true","false","781006","false","0","false","","false"
"0659","Karnataka Janapada Vishwavidyalaya, Gotagodi, N.H-4, Shiggaon Taluk, Haveri District-581 197","","160.189999999999998","Shiggaon","4096","564","false","true","true","true","R","1","0","Folklore","29","www.Janapadauni.in","2011","2011","180193","47500","02","false","true","false","false","false","9","KARNATAKA JANAPADA VISHWAVIDYALAYA, GOTAGODI","2015","175746","175733","175729","Newly established non-conventional university, it has to create more facilities to enroll students in more number. We are putting sincere efforts to enhance GER with inclusive policy in Higher Education. This University is functioning with an aim to document, archive and preserve the culture traditions of the country and to create an awareness among the people about the Indigenous Knowledge System.","","","95853","13660","true","true","false","false","581197","false","0","true","4910","false"
"0308","Nathalal Parekh Marg,","Matunga,","16","Mumbai","31743","519","false","true","true","true","U","5","0","Chemical Technology","27","www.ictmumbai.edu.in","1933","2008","180400","47549","04","false","false","true","false","false","9","Institute of Chemical Technology, Mumbai","2015","175953","175940","175936","","19.1260100000000008","72.5130099999999942","95968","","true","false","true","true","400019","false","0","true","4912","false"
"0400","Jain Vishva Bharati Institute","","27.1815940000000005","Ladnun-341306","16768","112","false","true","true","true","R","2","1","Non-violence and peace, sanskrit and prakrit, Jainology","08","http://jvbi.ac.in/","1991","1991","180634","47614","06","true","false","true","true","false","9","Jain Vishva Bharati Institute, Nagaur","2015","176187","176174","176170","","27.6449479999999994","74.3950020000000052","96104","","true","false","true","false","341306","false","0","true","4923","true"
"0728","SH-18","OPP. OIL FED PLANT BHOPAL- INDORE ROAD PACHAMA","63.3999999999999986","SEHORE","3116000","445","false","false","true","true","R","1","0","","23","www.sssutms.co.in","2013","2013","180683","47629","03","false","true","false","false","true","","SRI SATYA SAI UNIVERSITY OF TECHNOLOGY & MEDICAL SCIENCES, SEHORE","2015","176236","176223","176219","","23.2000099999999989","77.0800100000000015","96137","","true","false","false","false","466001","false","0","false","","false"
"0668","Maliba Campus ,Gopal Vidhyanagar","Bardoli-Mahuva Road, At.Tarsadi Post.Sarbhon","100","Mahuva 394350","83612.7400000000052","492","false","false","true","true","R","3","0","","24","www.utu.ac.in","2011","2011","172695","47650","03","false","true","false","false","true","","UKA TARSADIA UNIVERSITY","2015","168248","168235","168231","","21.0686099999999996","73.1329099999999954","91388","","true","false","false","false","394350","false","0","false","","true"
"0351","Chhend","","134","Rourkela","50000","374","false","false","false","false","U","0","0","","21","www.bput.ac.in","2002","2002","180861","","02","false","false","true","false","false","","Biju Patnaik University of Technology, Rourkela","2015","176414","176401","176397","","22.2356100000000012","84.8266100000000023","","","false","false","false","false","769015","false","0","false","","false"
"0083","North Park Avenue","Sector-8","250","Bhilai","","409","false","true","false","false","U","0","0","","22","csvtu.ac.in","2005","2005","180885","","02","false","false","true","false","true","4","Chhattisgarh Swami Vivekanand Technical University, Bhilai","2015","176438","176425","176421","","","","","","false","false","false","false","490009","false","0","false","","false"
"0345","Post box No. 190, Tanhril, Aizawl – 796 004, GRAM: MZU","","978.198800000000006","Aizawl","198296","283","false","false","true","true","R","8","0","","15","www.mzu.edu.in","2000","2000","176957","46637","01","false","false","true","false","false","","Mizoram University, Aizwal","2015","172510","172497","172493","","23.7394099999999995","92.6651099999999985","96382","13731","true","true","true","true","796004","false","0","true","4943","true"
"0346","Durtlang North","Aizawl - 796025","17.5799999999999983","Aizawl","4000","283","false","false","false","false","U","0","0","","15","www.iumizoram.edu.in","2006","2006","181121","","03","false","true","true","false","false","","Institute of Chartered Financial Analysts of India University, Aizawl","2015","176674","176661","176657","","","","","","false","false","false","true","796025","false","0","false","","true"
"0328","Vishnupuri","","550","Nanded - 431606","79891.5399999999936","511","false","false","true","true","R","6","1","","27","www.srtmun.ac.in","1994","1994","181261","47789","02","true","true","false","false","false","","Swami Ramanand Teerth Marathwada University, Nanded","2015","176814","176801","176797","1) For M.Sc Chemistry, First Year is common, so figures are uploaded in M.Sc. First Year Physical Chemistry and for rest of specialization for First year figures shown as zero. From Second Year there are specializations in M.Sc. Chemistry.2) M.Phil admissions for AY 2015-16 are in process. Figures will be uploaded as soon as process is complete.3) Some of the M.Phil results are NOT declared till date, so shown as zero.","19.153061000000001","77.305847","96487","","true","false","true","true","431606","false","0","true","4948","false"
"0386","Sidhuwal Bhadson Road","Village Sidhuwal","50","Patiala","62522","048","false","true","true","true","R","8","0","","03","www.rgnul.ac.in","2006","2006","181362","47819","02","false","true","true","true","false","3","The Rajiv Gandhi National  University of Law, Patiala","2015","176915","176902","176898","","","","96552","","true","false","true","true","147006","false","0","true","4955","false"
"0507","DAYALBAGH","","44","AGRA 282 005","57101.5800000000017","146","false","false","true","true","U","5","1","","09","www.dei.ac.in","1947","1981","181880","47976","05","true","true","true","false","false","","Dayalbagh Educational Institute, Agra","2015","177433","177420","177416","1. The U.P. State Govt. scholarship and few other Govt. agencies fellowship is transferred directly to the bank account of eligible students. Hence such records are not maintained.2. Ph.D intake is not fixed.","","","","","false","false","true","false","282005","false","0","true","4977","true"
"0554","Main Campus","","11000","Pantnagar","","067","false","true","true","true","R","21","0","","05","www.gbpuat.ac.in","1960","1960","181900","47980","02","false","false","false","false","true","1","G.B. Pant Universtiy of Agriculture and Technology, Pantnagar","2015","177453","177440","177436","The hostels are managed centrally by the University for all the Colleges.The non-teaching staff is managed centrally by the University for all the sections.The financial management is done by the University.","28.9700099999999985","79.4100099999999998","96883","","true","false","true","false","263145","false","0","false","","false"
"0385","Thapar Technology Campus","Bhadson Road","250","Patiala","285000","048","false","true","true","true","U","10","0","","03","www.thapar.edu","1956","1986","182092","48030","06","false","true","false","false","false","4","Thapar Institute of Engineering and Technology, Patiala","2015","177645","177632","177628","NAAC Re-Accreditation : Applied for","30.3502268000000015","76.366119800000007","97017","","true","false","true","true","147004","false","0","false","","false"
"0691","Virbhadra Marg, Rishikesh","Pashulok","101","Rishikesh","204900","060","false","true","true","true","R","3","0","","05","www.aiimsrishikesh.edu.in","2012","2012","182121","48033","07","false","true","false","false","true","2","ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH","2015","177674","177661","177657","","30.078601299999999","70.2852268000000038","97035","13830","true","true","false","false","249203","false","0","false","","true"
"0143","University Office, M.S. University of Baroda,  Opposite Drug Laboratory","Fateh Gunj, Vadodara","275","Vadodara","464684","486","false","false","true","true","U","16","0","","24","msubaroda.ac.in","1881","1949","182142","48041","02","false","true","true","false","false","","Maharaja Sayajirao University of Baroda, Vadodara","2015","177695","177682","177678","","22.3200010000000013","73.1800010000000043","","","false","false","true","false","390002","false","0","true","4989","false"
"0531","Narendra Deo University of Agriculture & Technology","Kumarganj","3327.5","Faizabad","200060","177","false","true","true","true","R","19","0","","09","nduat.in","1975","1976","182216","48056","02","false","true","false","false","false","1","Narendra Deo University of Agriculture & Technology, Faizabad","2015","177769","177756","177752","","26.771609999999999","82.1449099999999959","97097","","true","false","true","false","224229","false","0","true","4991","false"
"0528","33rd Milestone, Aligarh-Mathura Highway","P.O. Beswan","72","Aligarh","63825.3499999999985","143","false","false","true","true","R","3","0","","09","www.mangalayatan.in","2006","2006","182762","48208","03","false","true","false","false","false","","Mangalayatan University, Aligarh","2015","178315","178302","178298","Govt Scholarship is not finalized by UP Govt.","27.6500179999999993","77.8833209999999951","","13881","false","true","false","true","202145","false","0","false","","true"
"0373","Chandigarh-Patiala National Highway (NH-64)","Tehsil Rajpura","40.3149999999999977","Rajpura","90329.5399999999936","048","false","false","true","true","R","7","0","","03","www.chitkara.edu.in","2010","2010","182845","48233","03","false","true","false","false","false","","Chitkara University, Patiala","2015","178398","178385","178381","","30.4839969999999987","76.5939515999999969","97504","","true","false","true","true","140401","false","0","false","","false"
"0275","Post Box No. 1","A B Road","122.5","Raghogarh","139268.989999999991","458","false","false","true","true","R","22","0","","23","www.juet.ac.in","2003","2010","182866","48239","03","false","false","true","false","false","","Jaypee University of Engeenering & Technology, Guna","2015","178419","178406","178402","1. University is subscribing e-libraries of  ACM, ASCE, ASME, IEEE, Springer and ProQuest which contains more than 8621 e-journals, 14181 conference proceedings, 5000 e-books and 1800 -IEEE Online standards.2.Financial support to faculty/student for research activities.3. In house water treatment plant for 24 hr water supply to all residents of the campus.4. In house sewage treatment plant.5. Rainwater harvesting through big lake.6. 1 GB BSNL lease line connectivity for INTERNET. Internet facility is available in hostels and residences.7. ATMs in the campus.8. Schools is also available in campus for children of faculty and staff.","24.6500100000000018","77.3167100000000005","97515","13899","true","true","false","false","473226","false","0","false","","false"
"0320","Post Office Box No. 80,","Umavi Nagar, Jalgaon","659.440000000000055","Jalgaon","89576.6999999999971","499","false","false","true","true","R","8","0","","27","www.nmu.ac.in","1990","1990","182912","48251","02","false","true","false","false","false","","North Maharashtra University, Jalgaon","2015","178465","178452","178448","1. VJ-NT, SBC considered as General Category for student count mentioned2. Truly available information is entered in DCF","21.0100000999999992","75.5600100000000054","","","false","false","false","false","425001","false","0","false","","false"
"0552","Mothorowala Road","Kedarpur","55","Dehardun","47922","060","false","false","true","true","U","2","0","","05","www.doonuniversity.ac.in","2005","2005","182940","48259","02","false","true","false","false","false","","Doon University, Dehradun","2015","178493","178480","178476","","","","","","false","false","false","false","248001","false","0","false","","false"
"0419","Rawat Bhata Road, Akelgarh","Kota","400","kota","150","127","false","true","true","false","U","0","0","","08","www.rtu.ac.in","1981","2006","183025","48278","02","false","false","false","false","true","4","Rajasthan Technical University, Kota","2015","178578","178565","178561","Account Statement is not available till date","","","","","false","false","false","false","324010","false","0","false","","false"
