"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"15274","Poore Gosai Majre Charuhar Jiyayak","Deenshah Gaura Dalmau","Raibareily","09","158","www.mkanshiram.org","0.619999999999999996","23150.369999999999","2010","2014","207887","R","false","","false","false","","false","0","6","Smt Shiva Maurya Teachers Training College","2015","203440","203427","203423","","26.0304709999999986","81.1332239999999985","","","false","false","false","false","false","229010","false","","","false"
"15276","Poore Gosai Majre Charuhar Jiyayak","Deenshah Gaura Dalmau","Raibareily","09","158","www.mkanshiram.org","0.625","23825.1599999999999","2014","2015","207888","R","false","","false","false","","false","0","6","Chaudhary Chauhari Maurya Smarak Shiksha Prasiskshan Sansthan","2015","203441","203428","203424","","26.0300130000000003","81.1340720000000033","","","false","false","false","false","false","229010","false","","","false"
"3553","6-2-882,E SEVA ROAD,RAM NAGAR","","ANANTAPUR","28","553","","0.110000000000000001","416.800000000000011","2004","2004","207894","U","false","","true","true","54360","true","1","6","MASS SCHOOL OF NURSING ANANTHAPUR-","2015","203447","203434","203430","","","","112491","","false","false","true","false","false","515004","false","","","false"
"4536","Nazareth hill,","Adimaly P.O","Adimaly","32","596","","3.12000000000000011","3950","1997","1997","207912","R","false","","true","true","54365","true","1","6","MORNING STAR SCHOOL OF NURSING IDUKKI","2015","203465","203452","203448","","","","","16160","false","false","false","true","false","685561","false","","","true"
"15064","GURU GOBIND SINGH INSTITUTE OF NURSING KAMALPURA Teh.Jagraon Distt. Ludhiana.","GURU GOBIND SINGH INSTITUTE OF NURSING KAMALPURA Teh. Jagraon Distt. Ludhiana","Jagraon","03","041","www.ggskcew.ac.in","5.20000000000000018","","2014","2014","207913","R","false","","true","false","","true","1","6","Guru Gobind Singh Institute of Nursing Kamal pura, Ludhiana","2015","203466","203453","203449","","30.4200100000000013","75.0310010000000034","","","false","false","false","false","false","142030","false","","","false"
"15425","LAHORI GATE","","PATIALA","03","048","","4.5","54470","2011","2011","207914","U","false","","true","false","","true","2","2","School Of Nursing Mata Kaushalya Government Hospital","2015","203467","203454","203450","","30.3271499999999996","76.4026599999999974","112497","","false","false","true","false","false","147002","false","","","false"
"7162","TDTTI","mattancherry,KOCHI-682 002","ERNAKULAM","32","595","","5.20000000000000018","850","1963","2000","207944","U","false","","false","false","","false","0","5","TIRUMALA DEVASWOM TEACHER TRAINING INSTITUTE ERNAKULAM","2015","203497","203484","203480","","9.95813000000000059","76.251490000000004","112513","","false","false","true","false","false","682002","false","","","true"
"2655","Ramseen Road Bhinmal","Ramseen Road Bhinmal","Bhinmal","08","116","www.sgpoly.org","5.41000000000000014","9268","2010","2010","207950","R","false","","false","false","","false","0","6","S G POLYTECHNIC COLLEGE, JALORE","2015","203503","203490","203486","oK : Note:- DATA 3 IS Fill Up By Norms","25.0450009999999992","72.1921001000000047","112516","16162","false","false","true","true","false","343029","false","","","false"
"2554","N.H. 89,BHAMATSAR,NOKHA (BIKANER)","N.H. 89,BHAMATSAR,NOKHA (BIKANER)","NOKHA","08","101","","5","4298","2008","2008","207994","R","false","","false","false","","false","0","6","BRIGHT CAREER POLYTECHNIC COLLEGE NOKHA, BIKANER","2015","203547","203534","203530","","27.3936010000000003","73.2260009999999966","112541","","false","false","true","false","false","334803","false","","","false"
"4461","School of nursing, Fatima mata missssion hospital","Fatima school of nursing","Kalpetta","32","590","www.fatimahospitalkalpetta.org","3","20000","1995","1995","184323","U","false","","false","true","48620","true","1","6","FATIMA MATA MISSION HOSPITAL WAYANAD","2015","179876","179863","179859","1st Year is 22nd batch","","","","14033","false","false","false","true","false","673121","false","","","true"
"4587","Kasaragod Institute of Medical Sciences","Ashwini Nagar","Kasaragod","32","588","www.kimskasaragod.com","","","2002","2006","208009","U","false","","false","true","54385","true","1","3","SCHOOL OF NURSING KASARAGOD","2015","203562","203549","203545","","","","112549","","true","false","true","false","false","671121","false","","","false"
"15462","Sai Priya Nagar Near FCI Goddown Rayagada","Sai Priya Nagar Near FCI Goddown Rayagada","","21","396","www.sine.org","1.30000000000000004","22000","2008","2008","208015","U","false","","false","false","","true","1","6","Smt.Susila Devi Institute of Nursing Education, Rayagada","2015","203568","203555","203551","","","","","","false","false","false","false","false","765001","false","","","false"
"12124","Principal,Jpettikoorkenchery.","Principal,Jpettikoorkenchery.","Thrissur","32","594","www.jpeeducationalagency.org","5.90000000000000036","623","1953","1953","208033","U","false","","false","false","","false","0","2","JPE TTI, KOORKENCHERY","2015","203586","203573","203569","","","","","","false","false","false","false","false","680007","false","","","true"
"14376","4-172","AIRTEL ROAD","VEERAPUNAYUNIPALLI","28","551","www.srisangameswara.org","30200","2749.2800000000002","2012","2012","208038","R","false","","false","false","","false","0","6","Smt. Vontigari Somamma D.El.Ed College","2015","203591","203578","203574","","25.2457799999999999","75.47851","112563","","false","false","true","false","false","516321","false","","","false"
"2531","Vill:- Tankarda, comu, Jaipur","Vill:- Tankarda, comu, Jaipur","Chomu, Jaipur","08","110","www.aaravpolytechniccollege.com","4.71999999999999975","6804","2010","","208046","R","false","","true","true","54396","false","0","6","AARAV POLYTECHNIC COLLEGE, JAIPUR","2015","203599","203586","203582","","27.0326340000000016","75.4303670000000039","112565","","false","false","true","false","false","303702","false","","","false"
"7070","Mankada PO","PIN 679324","Mankada","32","592","mankadaorphanage.org","1.83000000000000007","2.03500000000000014","2004","2004","208060","R","false","","false","false","","true","1","6","MANKADA ORPHANAGE TEACHER TRAINING INSTITUTE MALAPURAM","2015","203613","203600","203596","Approved by NCTE and the Department of Education Kerala","","","","","false","false","false","false","false","679324","false","","","false"
"12968","PALLAMRAJUNAGAR","KAKINADA","KAKINADA","28","545","","2","7500","2003","2003","208061","U","false","","true","true","54401","true","1","6","KARUNA SCHOOL OF NURSING, PALLAMRAJU NAGAR, EAST GODAVARI","2015","203614","203601","203597","","","","112574","","false","false","true","false","false","533003","false","","","false"
"2066","A/P WADIBHOKAR","WADIBHOKAR","DHULE","27","498","www.sanjayeducationsociety.org","21.5","","1983","1983","208063","R","false","","true","false","","true","1","6","SANJAY EDUCATION SOCIETY'S POLYTECHNIC WADIBHOKAR DHULE","2015","203616","203603","203599","","","","","","false","false","false","false","false","424005","false","","","false"
"3203","Sunderpur","","","09","197","","8","1754","1992","1992","208065","U","false","","true","true","54403","true","3","2","GOVERNMENT GIRLS POLYTECHNIC VARANASI","2015","203618","203605","203601","","","","112575","","false","false","true","false","false","221005","false","","","false"
"6925","vinootana d.ed college","k s r t c Depot road mundaragi 582118","mundaragi","29","561","0","2.14000000000000012","39000","2004","2004","208069","U","false","","false","false","","false","0","6","VINOOTANA SHIKSHAN SEVA SAMSTHE GADAG","2015","203622","203609","203605","","15.1900099999999991","75.8800099999999986","","","false","false","false","false","false","582118","false","","","false"
"7361","PRINCIPAL DIET, MOKOKCHUNG (YIMYU) PO- MOKOKCHUNG","DIET OFFICE YIMYU WARD, MOKOKCHUNG","","13","262","","19.6999999999999993","","1999","2001","208076","R","false","","false","true","54407","true","2","2","DIET MOKOKCHUNG YIMYU COMPOUND MOKOKCHUNG","2015","203629","203616","203612","","","","","","false","false","false","false","true","798601","false","","","false"
"520","NTR MARG","NEAR UJWALA PARK","KARIMNAGAR","36","534","www.polytechnicts.cgg.gov.in","16.375","3280","1994","1994","208079","U","false","","true","true","54409","true","2","2","DR BR AMBEDKAR GOVT POLYTECHNIC FOR WOMEN KARIMNAGAR","2015","203632","203619","203615","","18.2414099999999983","79.7534100000000024","112579","","false","false","true","false","false","505001","false","","","false"
"13605","RAJLATHA D.ED COLLEGE MAILOOR BIDAR","","BIDAR","29","558","www.rajlathadedcollege.org","1.25","1.24655000000000005","2005","2005","208083","U","false","","false","false","","true","1","6","RAJALATHA D ED COLLEGE, BIDAR","2015","203636","203623","203619","","","","","","false","false","false","false","false","585403","false","","","false"
"1732","GAT NO.541/2, OFF PUNE-SOLAPUR HIGHWAY, SWAMI-CHINCHOLI(BHIGWAN) TAL:DAUND DIST:PUNE","GAT NO.541/2, OFF PUNE-SOLAPUR HIGHWAY, SWAMI-CHINCHOLI(BHIGWAN) TAL:DAUND DIST:PUNE","SWAMI-CHINCHOLI","27","521","www.dattakala.edu.in","14.6999999999999993","5403","2009","2009","208093","R","false","","false","false","","true","2","6","DATTAKALA SHIKSHAN SANSTHA'S DATTAKALA POLYTECHNICDAUNDPUNE","2015","203646","203633","203629","Information filled successfully.","18.2541599999999988","74.244560000000007","112587","","false","false","true","false","false","413130","true","6341","","false"
"2467","Vill: Nizampur , Subhanpur Road","","Kapurthala","03","036","www.lordkrishnainstitute.co.in","4","9196","2003","2003","208097","R","false","","false","true","54412","true","2","6","LORD KRISHNA POLYTECHNIC, KAPURTHALA","2015","203650","203637","203633","","","","","","false","false","false","false","false","144601","false","","","false"
"5570","door no:6-3-268,  Ram nagar  main road,","Anantapur","Anantapur","28","553","www.crescentcolleges.com","0.75","3037.48000000000002","2005","2005","208141","U","false","","false","false","","false","0","2","CRESCENT INSTITUTE OF ELEMENTARY TEACHER TRAINING C/O.CRESCENT C. O. E. CAMPUS ANANTAPUR","2015","203694","203681","203677","","14.6500009999999996","77.3600009999999969","","","false","false","false","false","false","515001","false","","","false"
"2624","sahi tila","","SADULPUR","08","102","","","","2010","2010","208149","U","false","","true","true","54428","false","0","6","MAHATMA JYOTIBA FULE INSTITUTE OF ENGINEERING & TECHONOLOGY, CHURU","2015","203702","203689","203685","","","","","","false","false","false","false","false","331023","false","","","false"
"2701","BEHIND GOVT PG COLLEGE","NEAR CENTRAL SCHOOL","KARAULI","08","107","www.vmsseewa.com","5","6484.60000000000036","2007","2007","208158","U","false","","true","false","","false","0","6","VEENA INSTITUTE OF TECHNICAL EDUCATION (WOMEN POLYTECHNIC COLLEGE), KARAULI","2015","203711","203698","203694","","26.500001000000001","77.0200009999999935","112614","","false","false","true","false","false","322241","false","","","false"
"4057","NO 13 RATNAGIRI","BASAVANAGAR BIDAR","BIDAR","29","558","","2","7200","2006","2006","208159","U","false","","false","false","","true","2","6","INDIRA PRIYADARSHINI SCHOOL OF NURSING BIDAR","2015","203712","203699","203695","","","","","","false","false","false","false","false","585403","false","","","false"
"15779","VILL MANHERU BELAKHARA","BELAKHERA","RAEBARLI","09","158","www.kanchan.edu.in","1","2310.67000000000007","2013","2013","208160","R","false","","false","true","54432","true","2","6","KANCHAN DEGREE COLLEGE","2015","203713","203700","203696","COLLEGE HAS BEEN ESTABLISHED FOR DEVELOPEMENT OF RURAL AREA","26.9247200000000007","81.959220000000002","","","false","false","false","false","false","229206","false","","","false"
"15815","BARHAT","BARHAT","ISLAMPUR","19","330","http://islampurgovtpolytechnic.org","1.5","4046","2015","2015","208178","U","false","","false","false","","false","0","2","ISLAMPUR GOVERNMENT POLYTECHNIC","2015","203731","203718","203714","","","","","","false","false","false","false","false","733202","false","","","false"
"15492","AUM SAI SCHOOL OF NURSING","JAGANNATH VIHAR, NEAR BHANJA VIHAR","BERHAMPUR","21","388","","","","2011","2011","208179","U","false","","true","true","54440","true","1","3","Aum Sai School of Nursing","2015","203732","203719","203715","","","","112624","","false","false","true","false","false","760010","false","","","false"
"15027","Harrapara","","Baikunthpur, Koria","22","400","","","","","","208191","R","false","","true","true","54442","true","1","6","Lovekush Institute of Nursing, Koria","2015","203744","203731","203727","","","","112631","","true","false","true","false","false","497449","false","","","false"
"12079","Nawalgarh Road Sikar","Sikar","Sikar","08","111","","10","500","1990","1990","208213","U","false","","false","true","54446","false","0","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING, SIKAR","2015","203766","203753","203749","","27.6094100000000005","75.1399100000000004","","","false","false","false","false","false","332001","false","","","false"
"7091","O.L.T.T.I.PALLURUTHY","THOPPUMPADY P.O.","KOCHI-5","32","595","http://ourladysschool.in","1","4032","1949","1949","208219","U","false","","true","false","","true","1","5","OUR LADYS TEACHER TRAINING INSTITUTE ERNAKULAM","2015","203772","203759","203755","","9.9359819999999992","76.2619799999999941","","","false","false","false","false","false","682005","false","","","false"
"15518","nh 12 kachnariya bhopal bypass road  biaora","","biaora","23","442","","1.35000000000000009","72000","2011","2011","208228","U","false","","false","false","","true","2","6","christ college of nursing biaora","2015","203781","203768","203764","","23.8907820000000015","76.8944910000000021","112645","","false","false","true","false","false","465674","false","","","false"
"14408","VEERAPURAM (V)","TADIPATRI (M),","ANANTAPURAMU","28","553","www.techded.org","0.59330000000000005","25847.5550000000003","2012","2012","208230","R","false","","true","true","54449","false","0","6","Tech College of Education","2015","203783","203770","203766","","14.9200099999999996","78.0200099999999992","112647","","false","false","true","false","false","515411","false","","","false"
"15025","Bakhrupara","","Narayanpur","22","415","","","","","","208239","R","false","","true","true","54453","true","1","6","Lovekush Institute of Nursing, Narayanpur","2015","203792","203779","203775","","","","112653","","true","false","true","false","false","494661","false","","","false"
"15723","632 CIVIL LINE, KUTCHERY ROAD","HUSSAINABAD","JAUNPUR","09","194","","2.08999999999999986","4366","2013","2014","208245","U","false","","false","true","54454","true","1","6","Rai K B Singh Nursing and Paramedical College","2015","203798","203785","203781","","25.4600009999999983","82.4400009999999952","","","false","false","false","false","false","222002","false","","","false"
"13765","PALASKHEDA (BK)","TAL. JAMNER","JAMNER","27","499","www.sdpolyjamner.org","6","6270","2011","2011","208251","R","false","","false","false","","true","2","6","SURESHCHANDRA DHARIWAL POLYTECHNIC, PALASKHEDE(BK), JAMNER","2015","203804","203791","203787","","20.8088639999999998","75.7779290000000003","","16180","false","false","false","true","false","424206","false","","","true"
"461","NEAR SAFEDABAD","RAILWAY CROSSING","BARABANKI","09","176","www.sherwoodindia.in","1.03289999999999993","4179.99799999999959","2008","2008","208270","R","false","","false","true","54461","true","2","6","SHERWOOD BUSINESS SCHOOL","2015","203823","203810","203806","Submitting Data For 2015-16","26.9052700000000016","81.1405500000000046","","","false","false","false","false","false","225003","false","","","false"
"15028","Gurukul Parisar","Mahua Tikra Colony","Pathalgaon","22","402","","","","","","208272","R","false","","true","true","54462","true","1","6","Lovekush Institute of Nursing, Pathalgaon","2015","203825","203812","203808","","","","112666","","true","false","true","false","false","496118","false","","","false"
"2619","pacheri bari","buhana road","jhunjhunu","08","103","www.lbspolytechniccollege.com","5","8000","2010","2010","208289","R","false","","false","false","","false","0","6","L.B.S POLYTECHNIC COLLEGE PACHER BARI, JHUNJHUNU","2015","203842","203829","203825","","28.9000100000000018","75.5630100000000056","112678","","false","false","true","false","false","333515","false","","","false"
"7007","ETTUMANOOR,P.O.","KOTTAYAM.","ETTUMANOOR","32","597","www.educationkerala.gov.in","1.78000000000000003","861","1914","1914","208295","R","false","","false","false","","false","0","2","GOVERNMENT TEACHER TRAINING INSTITUTE ETTUMANOOR KOTTAYAM","2015","203848","203835","203831","","9.67256000000000071","76.5582009999999968","112681","","false","false","true","false","false","686631","false","","","true"
"14666","Flat no 1-153/4/1","street no 1","Kalloor","36","541","www.slrprathibacollegeofeducation.com","2","2529","2012","2012","208312","R","false","","false","false","","false","0","6","SRI LAKKINENI RAMAYYA PRATHIBA COLLEGE OF EDUCATION, KALLOOR","2015","203865","203852","203848","","","","112689","","false","false","true","false","false","507209","false","","","false"
"15623","At-Pallishree Vihar","Po-Sadaipali    Via- Chandanbhati","Balangir","21","393","www.sitenursing.in","4","51614","2005","2005","208328","R","false","","false","true","54474","true","3","6","SITE - A School of Nursing","2015","203881","203868","203864","","20.4000100000000018","83.3000100000000003","112697","16190","false","false","true","true","false","767065","false","","","false"
"12106","OPP. KHADI BAGH","NEAR RAILWAY STATION CHOMU","JAIPUR","08","110","","1.80000000000000004","4300","2010","2010","208334","R","false","","false","false","","false","0","6","GURUKUL POLYTECHNIC COLLEGE, CHUMU JAIPUR","2015","203887","203874","203870","","","","","","false","false","false","false","false","303702","false","","","false"
"8939","PLOT NO-356,KOLATHIA ROAD, INFRONT OF BIJU PATNAIK ENERGY PARK","KHANDAGIRI,PO-AIGINIA","BHUBANESWAR","21","386","www.uaebhubaneswar.com","5000","","2006","2006","208347","U","false","","false","false","","false","0","1","UTKAL AEROSPACE AND ENGINEERING BHUBANESWAR","2015","203900","203887","203883","","","","","16194","false","false","false","true","false","751019","false","","3","false"
"580","RAMANTHAPUR","UPPAL","HYDERABAD","36","537","www.hyderabadjngovpoly.nic.in","20.2100000000000009","150055","1956","1956","208356","U","false","","false","false","","true","1","2","J.N.GOVT. POLYTECHNIC RAMANTHAPUR HYDERABAD","2015","203909","203896","203892","","","","112713","","false","false","true","false","false","500013","false","","","true"
"5597","Upadhyaya Nagar","Dubacherla, Nallajerla Mandal","Eluru","28","546","www.dietwestgodavari.com","15","2791.90000000000009","1990","1990","208357","R","false","","false","false","","true","1","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING (DIET) WEST GODAVARI","2015","203910","203897","203893","","16.5400099999999988","81.2100099999999969","112714","","false","false","true","false","false","534112","false","","","true"
"6710","SIDDHARTHANAGAR","TUMKUR","TUMKUR","29","571","WWW.SSDEDSNAGAR.ORG","2.12000000000000011","1004","1963","1996","208363","R","false","","false","false","","false","0","5","SIDDARTHA TEACHER TRAINING INSTITUTE TUMKUR","2015","203916","203903","203899","","","","112718","","false","false","true","false","false","572107","false","","","false"
"14808","NH-77, VILL- MADHAUL, PO- SUSTA MADHOPUR","VIA- RAMANA","MUZAFFARPUR","10","216","www.nainanursing.in","31682.5900000000001","3835.40999999999985","2010","2010","208367","R","false","","true","true","54484","true","1","6","NAINA NURSING INSTITUTE, MUZAFFARPUR","2015","203920","203907","203903","1) Institution intake is enhanced to 40(Fourty) students by Indian Nursing Council Earlier it was 30(Thirty).2) From this year Govt Scholarship is directly transfered to students bank account, So Institute does not maintain scholarship data from 2015-16.","","","","16197","false","false","false","true","false","842002","false","","","false"
"3610","PRAKRUTHI NAGAR","RAYACHOTY ROAD","KADAPA","28","551","www.medikadapa.org","0.699999999999999956","2800","2003","2003","208375","R","false","","false","false","","false","0","6","SATYABHAMA SCHOOL OF NURSING KADAPA","2015","203928","203915","203911","","","","","","false","false","false","false","false","516003","false","","","false"
"10768","A/P BODHEGAON, TAL SHEVGAON, DIST AHMEDNAGAR","BODHEGAON","SHEVGAON","27","522","www.kakadeinstitutes.com","2.5","1622","2006","2006","208388","R","false","","false","false","","false","0","3","NAVMAHARAHSTRA SHIKSHAN MANDAL`S ABASAHEB KAKADE PHARMACY COLLEGE BODHEGAON AHMEDNAGAR","2015","203941","203928","203924","","19.3555500000000009","75.9727599999999939","112729","","false","false","true","false","false","414503","false","","","false"
"5600","TALLAPUDI, TALLAPUDI MANDAL","WEST GODAVARI DISTRICT","TALLAPUDI","28","546","www.karibandigroups.com","5.03000000000000025","4513.22999999999956","2007","2007","208428","R","false","","false","false","","false","0","6","G.S.RAO TEACHER TRAINING INSTITUTE TADIPUDI WEST GODAVARI","2015","203981","203968","203964","","","","112745","","false","false","true","false","false","534341","false","","","false"
"6675","AP BELAVADI","TQ BAILHONGAL","BELAGAVI","29","555","www.siesociety.com","2","9000","2007","2007","208447","R","false","","false","false","","false","0","6","SHRI ISHAPRABHU EDUCATIONAL SOCIETYS TEACHERS TRAINING INSTITUTE BELGAUM","2015","204000","203987","203983","NILL","20.0000099999999996","70.0000100000000032","","","false","false","false","false","false","591104","false","","","false"
"14379","D C Road","","Kadapa","28","551","www.prasadelementaryeducation.org","0.699999999999999956","1904.96000000000004","2012","2012","208487","U","false","","false","false","","false","0","6","Prasad College of Elementary Education","2015","204040","204027","204023","","","","112767","","false","false","true","false","false","516002","false","","","false"
"1344","4th Block","Rajajinagar","Bangalore","29","572","www.mei.smedor.com","4.34999999999999964","4526","1975","1975","208509","U","false","","false","false","","false","0","5","M E I EVENING POLYTECHNIC BANGALORE","2015","204062","204049","204045","","","","","","false","false","false","false","false","560010","false","","","true"
"6753","S S MATH","KYATHSANDRA, TUMKUR","TUMKUR","29","571","WWW.SSES.ORG.IN","6.5","3800","1961","1977","208523","U","false","","false","false","","true","2","5","SRI BASAVESHWARA TEACHER TRAINING INSTITUTE TUMKUR","2015","204076","204063","204059","","","","","","false","false","false","false","false","572101","false","","","false"
"12215","SRI SIDDHARTHA DED COLLEGE","HUCHCHA GONDANAHALLI","TIPTUR","29","571","WWW.SRISIDDHARTHADEDTIPTUR.ORG","1","1100","1972","1975","208524","R","false","","false","false","","false","0","6","SRI SIDDHARTHA DED COLLEGE HUCHCHA GONDANAHALLI, TUMKUR","2015","204077","204064","204060","","","","","","false","false","false","false","false","572202","false","","","false"
"6825","B.H.ROAD","TUMKUR","TUMKUR","29","571","","9","19365","1956","1983","208525","U","false","","false","false","","true","2","5","SRI SIDDAGANGA TEACHER TRAINING INSTITUTE TUMKUR","2015","204078","204065","204061","","","","112781","","false","false","true","false","false","572101","false","","","false"
"5809","Behind Bus Stand, Kathlal","Ta-Kathlal","Kathlal","24","483","www.dietkathlal.org","21","17","1951","1951","208536","R","false","","false","true","54511","true","2","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING KATHLAL KHEDA","2015","204089","204076","204072","","22.8972709999999999","72.984737999999993","112787","","false","false","true","false","false","387630","false","","","false"
"15837","Damodarpur, Atarauli","Chakmokam Ali","Deoria","09","190","vdmcollege.com","5000","1128","2012","2012","208539","R","true","0508","false","false","","false","0","6","VIDYAWATI DEVI MAHILA MAHAVIDYALAYA, DAMODARPUR, ATARAULI DEORIA","2015","204092","204079","204075","No Student Has Been Enrolled For 2015 Batch in The College.","26.2521333000000006","84.0676148999999953","112789","","false","false","true","false","false","274505","false","","","false"
"13057","2 nd lane","syamalanagar","guntur","28","548","","","4714.36480000000029","2005","2005","208546","U","false","","false","false","","true","1","6","MADHURI SCHOOL OF NURSING, SHYAMALANAGAR, GUNTUR","2015","204099","204086","204082","","16.3088887999999983","80.4099989999999991","112791","","false","false","true","false","false","522006","false","","","false"
"4480","School Of Nursing","Holy Ghost Mission Hospital","Muttuchira","32","597","www.hgmhospital.org","3","27791","1979","1999","208547","R","false","","true","false","","true","1","6","HOLY GHOST MISSION HOSPITAL KOTTAYAM","2015","204100","204087","204083","","","","112792","16211","false","false","true","true","false","686613","false","","","false"
"15793","NORTH OF VIDYAPEETH CHOWK","","LAKHISARAI","10","227","www.rpl.org","5.83000000000000007","11467","2013","2013","208555","U","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC LAKHISARAI","2015","204108","204095","204091","","25.5900099999999995","85.200010000000006","","","false","false","false","false","false","811311","false","","","false"
"13402","Borampalli (Village)","Kalyandurg (Mandal)","Kalyandurg","28","553","www.sreedevicollegeofeducation.com","12.9499999999999993","3680","2008","2008","208557","R","false","","false","false","","false","0","6","Sreedevi Elementary Teacher Training Cllege, Borampalli (V), Kalyanadurg(M), Anantapur District-515761","2015","204110","204097","204093","","","","","","false","false","false","false","false","515761","false","","","false"
"15572","shivaji nagar ward no,09 rajura","shivaji nagar ward no,09, rajura","rajura","27","509","","4","1102.01999999999998","2007","2007","208559","R","false","","true","false","","true","1","3","KALYAN INSTITUTE OF NURSING EDUCATION","2015","204112","204099","204095","","","","112794","","false","false","true","false","false","442905","false","","","false"
"2562","VPO - BAIRASAR CHHOTA","TEH - RAJGARH","RAJGARH","08","102","www.cpcbairasar.com","5","13622","2010","","208560","R","true","0395","false","false","","false","0","6","CHANDGIRAM POLYTECHNIC COLLEGE, CHURU","2015","204113","204100","204096","","","","","","false","false","false","false","false","331023","false","","","false"
"15787","Atghoria","Kalna","","19","335","www.ddecollege.org","","","2015","2015","208562","R","false","","false","false","","false","0","6","DHATRIGRAM D. ED. COLLEGE","2015","204115","204102","204098","","","","","","false","false","false","false","false","713405","false","","","false"
"3539","D.NO.35-15,Near MDO OFFICE","NELLIMARLA","VIZIANAGARAM","28","543","www.mimsvzm.org","5","56000","2004","2004","208571","R","false","","true","true","54518","true","1","6","M I M S SCHOOL OF NURSING VIZIANAGARAM","2015","204124","204111","204107","","10.0000099999999996","72.0000100000000032","112797","","false","false","true","false","false","535217","false","","","false"
"8831","Vill+P.O + P.S - Namkhana, Pin - 743357","","","19","343","www.pnmptti.com","1.32000000000000006","150","2003","2009","208573","R","false","","false","true","54519","true","1","5","PANCHANANI NANDI MEMORIAL PRIMARY TEACHERS TRAINING INSTITUTE SOUTH 24 PARGNAS","2015","204126","204113","204109","","23.2500001000000012","87.0000000999999941","","","false","false","false","false","false","743357","false","","","false"
"8845","Nalikul","","","19","338","","","","2000","2000","208575","R","false","","false","false","","false","0","2","URDU MEDIUM GOVT. PRIMARY TEACHERS TRAINING INSTITUTE HOOGHLY","2015","204128","204115","204111","","","","","","false","false","false","false","false","712407","false","","","false"
"15791","Chowrasta","Kuli-Kandi","","19","333","www.ushanginicoefw.org","","","2009","2009","208582","R","false","","true","false","","true","1","6","USHANGINI COLLEGE OF EDUCATION FOR WOMEN","2015","204135","204122","204118","","","","","","false","false","false","false","false","742168","false","","","false"
"5587","PALLIPADU","INDUKURPETA","NELLORE","28","550","","15.0700000000000003","5085","1990","1990","208587","R","false","","false","false","","false","0","2","DISTRICT INSTITUTE OF EDUCATION & TRAINING (DIET) NELLORE","2015","204140","204127","204123","","14.5067944000000004","80.0548804000000018","112802","","false","false","true","false","false","524314","false","","","false"
"12065","YADAGIRI ROAD","SAIDAPUR","YADAGIRI","29","580","","","2500","2004","2004","208597","R","false","","false","false","","false","0","6","SAIDAPUR VIDYA VARDHAKA SANGHAs D.ED COLLEGE YADGIRI, GULBARGA","2015","204150","204137","204133","","","","","","false","false","false","false","false","585224","false","","","false"
"15740","At.Po.Palasgaon (Khurd), Tah.Nagbhid, Dist.Chandrapur-441221","","Palasgaon (Khurd)","27","509","http://badedcollege.com","2","1539.62599999999998","2015","2015","208598","R","false","","false","false","","false","0","6","Dr.Babasaheb Ambedkar Adhyapak Vidhyalaya, Palasgaon (Khurd)","2015","204151","204138","204134","","20.4688200000000009","79.6828349999999972","","","false","false","false","false","false","441221","false","","","false"
"15150","Behind Circuit House","Jaipur Road","Sikar","08","111","","","","2009","2009","208604","U","false","","false","false","","false","0","6","SHEKHAWATI BUSINESS SCHOOL","2015","204157","204144","204140","","","","","","false","false","false","false","false","332001","false","","","false"
"5753","Sector-7 R.K.Puram","Near Malai Mandir","New Delhi","07","094","","2","8000","2003","2003","208622","U","false","","false","false","","false","0","2","DIET SKV SCHOOL COMPLEX R K PURAM SEC - VII NEW DELHI","2015","204175","204162","204158","Computer Center is established in collaboration of American India Foundation Trust, New Delhi.","28.5684174000000013","77.1648708000000028","","","false","false","false","false","false","110022","false","","","false"
"14827","VILL- ODAR, P.O- ODAR","P.S- SONHAN","BHABUA","10","233","www.mmpm.org","0.900000000000000022","1319.22319999999991","2012","2012","208697","R","false","","true","true","54559","true","1","6","MAA MUDESHWARI PARA MEDICAL AND NURSING SANSTHAN, BHABHUA","2015","204250","204237","204233","","33.2315600000000018","77.5412299999999988","","","false","false","false","false","false","821108","false","","","false"
"14416","RAVI VENKATAM PALLI(V)","TADIPATRI(M)","TADIPATRI","28","553","www.narayana24.com","3.10000000000000009","27087.7400000000016","2012","2012","208732","R","false","","false","false","","false","0","6","Narayana Teacher Training College","2015","204285","204272","204268","","14.5451200000000007","77.3717280000000045","112835","","false","false","true","false","false","515411","false","","","false"
