"statecode","name","id","statebodyid","survey_year"
"19","SIDHU KANHU BIRSA POLYTECHNIC PASCHIM MEDINIPUR","10954","2","2015"
"19","SILIGURI GOVERNMENT POLYTECHNIC DARJEELING","10955","2","2015"
"19","SREE RAMKRISHNA SILPA VIDYAPITH (GOVT POLYTECHNIC) BIRBHUM","10956","2","2015"
"19","SRI AUROBINDO SEVA KENDRA SCHOOL OF NURSING SOUTH 24 PARGANAS","5557","3","2015"
"08","DISTRICT INSTITUTE OF EDUCATION & TRAINING, KOTA","7547","4","2015"
"34","ADIPARASAKTHI TEACHER TRAINING INSTITUTE PUDUCHERRY","7444","4","2015"
"34","ADITYA TEACHER TRAINING INSTITUTE PUDUCHERRY","7445","4","2015"
"34","ALPHA TEACHER TRAINING INSTITUTE PUDUCHERRY","7446","4","2015"
"34","ANNAI SONIA GANDHI TEACHER TRAINING INSTITUTE PUDUCHERRY","7447","4","2015"
"34","BHAVANI AMMAL MEMORIAL TEACHER TRAINING INSTITUTE PUDUCHERRY","7448","4","2015"
"34","DISTRICT INSTITUTE OF EDUCATION AND TRAINING JEEVANANDAM PUDUCHERRY","7449","4","2015"
"34","DISTRICT INSTITUTE OF EDUCATION AND TRAINING PUDUCHERRY","7450","4","2015"
"34","DON BOSCO TEACHER TRAINING INSTITUTE KARAIKAL","7451","4","2015"
"34","GOWTHAMI INSTITUTE OF EDUCATION YANAM","7452","4","2015"
"34","GURUKUL TEACHER TRAINING INSTITUTE PUDUCHERRY","7453","4","2015"
"34","HAYAGRIVA POLYTECHNIC COLLEGE","2385","2","2015"
"28","ARIES POLYTECHNIC COLLEGE","499","2","2015"
"33","DISTRICT INSTITUTE OF EDUCATION AND TRAINING MUNANJIPATTI TIRUNELVELI","7855","4","2015"
"29","ADARSHA EDUCATION SOCIETY HAVERI","6240","4","2015"
"29","AE&CS RAMPRIYA TEACHER TRAINING INSTITUTE KOLAR","6241","4","2015"
"29","A.E.T. TEACHERS TRAINING INSTITUTE MANDYA","6236","4","2015"
"29","AFZA TEACHER TRAINING INSTITUTE KOLAR","6242","4","2015"
"29","AL BADAR D ED INSTITUTE GULBARGA","6244","4","2015"
"29","AL-KHATEEB TEACHER TRAINING INSTITUTE FOR WOMEN BANGALORE","6248","4","2015"
"29","ALMEL EDUCATIONAL ASSOCIATION BIJAPUR","6249","4","2015"
"29","ALVAS TEACHERS TRAINING INSTITUTE KANNADA","6250","4","2015"
"20","SEACOM POLYTECHNIC INSTITUTE OF SCIENCE & TECHNOLOGY BIRBHUM","10951","2","2015"
"29","ASHRAFEE TEACHERS TRAINING INSTITUTE DHARWAD","6276","4","2015"
"29","ASHRAYA SAMAJIKA SEVA SAMSTHE CHIKMANGALORE","6277","4","2015"
"29","AZAD WOMEN TEACHERS TRAINING INSTITUTE SHIMOGA","6279","4","2015"
"29","BAGALKOT BASAVESHWAR VIDYA VARDHAK SANGHAS T.T.I BELGAUM","6282","4","2015"
"29","BAHUBALI VIDYA PEETHS J.V. MANDAL GURUKUL CAMPUS BAGALKOT","6283","4","2015"
"29","BALAJI EDUCATION SOCIETY KOLAR","6285","4","2015"
"29","BAPU INSTITUTE OF EDUCATION BANGALORE","6290","4","2015"
"29","BAPUJI INSTITUTE OF TEACHERS TRAINING DAVANAGERE","6291","4","2015"
"29","BAPUJI TEACHERS TRAINING INSTITUTE KOPPAL","6292","4","2015"
"29","BASAVESHWAR TEACHER TRAINING INSTITUTE BAGALKOT","6294","4","2015"
"29","BASAVESHWAR VIDYA VARDHAK SANGHAS T.T.I BAGALKOT","6295","4","2015"
"29","BHAGWAN BUDDHA SOCIAL & EDNL. SOCIETY MANDYA","6301","4","2015"
"29","BHARATESH TEACHERS TRAINING INSTITUTE BELGAUM","6302","4","2015"
"29","BHARATHI TEACHERS TRAINING INSTITUTE BHARATHI EDN. TRUST MANDYA","6307","4","2015"
"29","BHARATHI TEACHER TRAINING INSTITUTE TUMKUR","6306","4","2015"
"29","BHARATH UNIVERSAL TEACHER TRAINING INSTITUTE HASSAN","6305","4","2015"
"29","BHARATIYA ADIM JATI SEVAK HAVERI","6309","4","2015"
"29","CHAITANYA TEACHERS TRAINING INSTITUTE D.ED COLLEG COORG","6317","4","2015"
"29","CHANNAMMA SHAIKSHANIKA HAGU GADAG","6319","4","2015"
"29","CHATRAPATI SHIVAJI TEACHER TRAINING INSTITUTION BELGAUM","6320","4","2015"
"29","CHIKODI TALUKA EDUCATION SOCIETYS TEACHER TRAINING BELGAUM","6323","4","2015"
"29","CHILDRENS EDUCATION SOCIETY'S TTI SHIMOGA","6325","4","2015"
"29","CITIZEN TEACHERS TRAINING INSTITUTE KOLAR","6327","4","2015"
"29","DIGANATH TEACHERS TRAINING INSTITUTE KOLAR","6333","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING BAGALKOT","6334","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING BELLARY","6335","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING BIDAR","6336","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHIKMAGALORE","6337","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING COORG","6338","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING DAVANAGERE","6339","4","2015"
"29","DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHARWAD","6340","4","2015"
"29","FAROOQIA TEACHER TRNG. INSTITUTE FOR WOMEN MYSORE","6362","4","2015"
"29","FATHIMA TEACHER TRAINING INSTITUTE FOR WOMEN BANGALORE","6363","4","2015"
"29","FEDERAL PRIMARY TEACHER TRAINING CENTRE RAICHUR","6364","4","2015"
"29","GOKAK EDUCATION SOCIETYS PRIMARY TEACHERS EDN INSTITUTE BELGAUM","6377","4","2015"
"09","IEM-MANAGEMENT COLLEGE","387","2","2015"
"29","GOVERNMENT MAHARANIS WOMENS TEACHER TRAINING INSTITUTIUON MYSORE","6380","4","2015"
"29","GOVERNMENT MAHARANI TEACHERS TRAINING INSTITUTE MYSORE","6379","4","2015"
"29","GOVERNMENT TEACHER TRAINING INSTITUTE FOR MEN BAGALKOT","6383","4","2015"
"29","GOVERNMENT TEACHER TRAINING INSTITUTE FOR MEN GULBARGA","6384","4","2015"
"29","GOVERNMENT TEACHER TRAINING INSTITUTE FOR WOMEN DHARWAD","6385","4","2015"
"29","GRAMEEN ABHIVRUDDHI VIDYAVARDHAK VASATI SCHOOL BIJAPUR","6399","4","2015"
"29","HULKOTI CO-OP. EDN. SOCIETYS PRIMARY SCHOOL T.T.C GADAG","6414","4","2015"
"29","H.V.TEACHER TRAINING INSTITUTE BELGAUM","6403","4","2015"
"33","DISTRICT INSTITUTE OF EDUCATION AND TRAINING NAMAKKAL NAMAKKAL","7856","4","2015"
"29","BHARATH EDUCATION SOCIETY, BANGALORE","6303","4","2015"
"29","JAGADGURU ANNADANESHWAR T.T.I GADAG","6431","4","2015"
"29","JAIN MAHILA MANDAL TEACHERS TRAINING INSTITUTION BELGAUM","6433","4","2015"
"29","JANATA SHIKSHANA PRASAR SAMITIS BELGAUM","6434","4","2015"
"29","JANATHA SEVA SHIKSHANA SAMSTHE KOPPAL","6435","4","2015"
"29","JANATHA TEACHER TRAINING INSTITUTE HAVERI","6436","4","2015"
"29","JNANABHARATHI SHIKSHARA TRAINING SMASTHE TUMKUR","6442","4","2015"
"29","JNANA GANGA VIDYA PEETHA BIDAR","6441","4","2015"
"29","JNANESH TEACHER TRAINING INSTITUTE MANDYA","6445","4","2015"
"29","JSS TEACHERS TRAINING INSTITUTE HASSAN","6446","4","2015"
"29","KANAKADAS SHIXAN SAMITHIS T.T.I DHARWAD","6464","4","2015"
"29","KANAKADAS SHIXAN SAMITIS TEACHER TRG. INSTITUTE DHARWAD","6466","4","2015"
"29","KANAKA TEACHERS TRAINING INSTITUTE KARNATAKA PRADESHA BANGALORE","6461","4","2015"
"29","KARANATKA GRAMEEN TEACHER TRAINING INSTITUTE BELGAUM","6468","4","2015"
"29","KARAVALI INSTITUTE OF EDUCATION DAKSHINA KANNADA","6469","4","2015"
"29","KEERTHI EDUCATION TRUST GULBARGA","6476","4","2015"
"29","KLE SOCIETYS S.S. BASAVANAL TTI BELGAUM","6481","4","2015"
"29","LOWRY MEMORIAL TEACHER TRAINING INSTITUTE BANGALORE","6489","4","2015"
"29","MAHILA VIDYAPEETHA TTI FOR WOMEN DHARWAD","6500","4","2015"
"29","MALNAD TEACHERS TRAINING COORG","6503","4","2015"
"29","MANAS TEACHER TRAINING INSTITUTE KOLAR","6505","4","2015"
"29","MANDAVYA TEACHER TRAINING INSTITUTE SB EDUN TRUST MANDYA","6506","4","2015"
"29","MILLAT TEACHERS TRAINING INSTITUTION DHARWAD","6517","4","2015"
"29","NANDI TEACHER TRAINING INSTITUTE KOLAR","6534","4","2015"
"29","OXFORD TEACHER TRAINING INSTITUTE BANGALORE","6555","4","2015"
"29","PEARL VALLEY EDUCATION SOCIETY BANGALORE","6562","4","2015"
"29","PHOOL BUN TEACHERS TRAINING INSTITUTE FOR GIRLS BELLARY","6564","4","2015"
"29","POORNAPRAJNYA EDUCATION ASSOCIATION","6565","4","2015"
"29","PRIMARY TEACHER TRAINING CENTRE UTTARA KANNADA","6570","4","2015"
"29","PRM VIJAYA TEACHERS TRAINING INSTITUTE MYSORE","6572","4","2015"
"29","RAGAHAVENDRA RURAL DEVELOPMENT ASSOCIATION BELGAUM","6578","4","2015"
"29","RAJEEV INSTITUTE OF EDUN HASSAN","6583","4","2015"
"29","RCETS SHRI JAGADGURU GURUSIDDHESHWARA T.T.C BAGALKOT","6590","4","2015"
"29","ROSA MISTICA TEACHER TRAINING INSTITUTE DAKSHINA KANNADA","6591","4","2015"
"29","ROYALE CONCORDE TEACHER TRAINING INSTITUTE BANASHANKARI BANGALORE","6593","4","2015"
"29","ROYAL TEACHERS TRAINING INSTITUTE MYSORE","6592","4","2015"
"29","RURAL TEACHERS TRAINING CENTRE BELGAUM","6594","4","2015"
"29","RURAL TTI (GRAMANTARA VIDYA SAMSTHE) BANGALORE","6595","4","2015"
"29","SAGAR GANGOTRI EDUCATION INSTITUTION SHIMOGA","6613","4","2015"
"29","SAMEERA EDUCATON INSTITUTE MYSORE","6617","4","2015"
"29","SANA SCHOOL OF EDUCATION SHANTINIKETAN DHARWAD","6618","4","2015"
"29","SANTOSH TEACHER TRAINING INSTITUTE KOLAR","6619","4","2015"
"29","SARVA SEVA BODHAKA SHIKSHANODAYA TTI CHITRADURG","6621","4","2015"
"29","SATISHCHANDRA MEMORIAL EDUCATION SOCIETY BANGALORE RURAL","6623","4","2015"
"29","SATYAM TEACHERS TRAINING SCHOOL BALAJI VIDYA ACADEMY BELLARY","6624","4","2015"
"29","S G S TEACHER TRAINING INSTITUTE BELGAUM","6596","4","2015"
"29","SHANTHLA TEACHER TRAINING INSTITUTION HASSAN","6630","4","2015"
"29","SHIVAJI TEACHER TRAINING INSTIUTE UTTARA KANNADA","6635","4","2015"
"29","SHIVASHAKTI EDNL. & CHARITABLE TRUST BELGAUM","6636","4","2015"
"29","SHREE JAGADGURU OOJEINI SADDHARMA SIMHASANA BELLARY","6642","4","2015"
"29","SHREE JYOTHI TEACHER TRAINING INSTITUTION TUMKUR","6644","4","2015"
"29","SHREE LAKSHMI VENKATESHWARA T.T.I BELLARY","6645","4","2015"
"29","SHREE NEELAKANTESHWAR VIDYA VARDHAK SAMSTHES BELGAUM","6646","4","2015"
"29","SHREE SHAILA MALLIKARJUNA EDUN AND RURAL DEVELOPME RAICHUR","6649","4","2015"
"29","SHRI GURUDEV TEACHER TRAINING INSTITUTION DHARWAD","6673","4","2015"
"29","SHRI GURU SHAMBULINGESHWAR VIDYA VARDHAK SANGHA BAGALKOT","6672","4","2015"
"29","SHRI HALESHWAR VIDYA PEETHAS SHRI GADAG","6674","4","2015"
"29","SHRI ISHAPRABHU EDUCATIONAL SOCIETYS TEACHERS TRAINING INSTITUTE BELGAUM","6675","4","2015"
"29","SHRI JAGADGURU GURUSIDDESHWAR D.ED INSTITUTE BIJAPUR","6676","4","2015"
"29","SHRI JAGADGURU MADIWALESHWAR T.T.I DHARWAD","6677","4","2015"
"29","SHRI KALIDAS EDUCATIONAL SOCIETY BIJAPUR","6680","4","2015"
"29","SHRI KALIDAS EDUCATION SOCIETY BAGALKOT","6679","4","2015"
"29","SHRI KALMESHWAR CHARITABLE TRUST BAGALKOT","6681","4","2015"
"29","SHRI VEERABHADRESHWARA EDUN TRUST BIDAR","6703","4","2015"
"29","SHRI VEERABHADRESHWARA RURAL TEACHERS TRAININ (D.ED) INSTITUTE BELLARY","6704","4","2015"
"29","SHRI VIJAYA MAHANTESH VIDYAVARDHAK SANGHA BAGALKOT","6705","4","2015"
"09","I.E.R.T.","3258","2","2015"
"29","SHRI VINAYAK VIDYAVARDHAK. SANGHAS BAGALKOT","6706","4","2015"
"29","SIDDARTHA TEACHERS TRAINING INSTITUTE CHAMARAJANAGAR","6711","4","2015"
"29","SIDDARTHA TEACHER TRAINING INSTITUTE TUMKUR","6710","4","2015"
"29","SREE JAGADGURU SIDDAMALLARYA TEACHER TRAINING INST TUMKUR","6728","4","2015"
"29","SREE KRISHNA TEACHERS TRAINING INSTITUTE TUMKUR","6729","4","2015"
"29","SREE N. DASHARATHAIAH T.T.I CHITRADURG","6731","4","2015"
"29","SRI ANANDA VIDYABHIVRUDDI SAMSTHE DAVANAGERE","6744","4","2015"
"29","SRI ANJENAYA SWAMY SEVA TRUST TUMKUR","6745","4","2015"
"29","SRI ARAVINDA TEACHERS TRAINING INSTITUTE BANGALORE RURAL","6746","4","2015"
"29","SRI BALAGANGADHARANATHA SWAMIJI TEACHERS EDN INSTI CHIKMANGALORE","6750","4","2015"
"29","SRI BANDESHWARA SWAMY VIDHYA PEETHA BANGALORE","6751","4","2015"
"29","SRI BASANAGOUDA DANAPPA GOUDA INAMDAR SMARAK TTC BELGAUM","6752","4","2015"
"29","SRI BASAVESHWARA TEACHER TRAINING INSTITUTE TUMKUR","6753","4","2015"
"29","SRI.CHANNAKESHAVA SWAMY TEACHER TRAINING INSTITUTE CHITRADURG","6852","4","2015"
"29","SRI HEBBUR CHARITABLE TRUST SHIMOGA","6776","4","2015"
"29","SRI KANNIKA PARAMESHWARI EDUCATION FOUNDATION RAICHUR","6788","4","2015"
"29","SRI KOTTURSWAMY VIVIDODHESH KOPPAL","6790","4","2015"
"29","SRI RAGHAVENDRA INSTITUTE OF D ED SEED EDUN SOCIETY CHITRADURG","6806","4","2015"
"29","SRI RAGHAVENDRA TEACHERS TRAINING INSTITUTE BANGALORE","6807","4","2015"
"29","SRI RAMACHANDRA TTI CHAMARAJANAGAR","6809","4","2015"
"29","SRI RAMAKRISHNA T.T.I INSTITUTE BANGALORE","6810","4","2015"
"29","SRI RANGANATHASWAMY EDUCATION SOCIETY CHITRADURG","6812","4","2015"
"29","SRI SADGURU PARAMA HAMSA VIDYAVARENYA YOGESHWARA PARAMARTHA VISHWASTHA DHARMIKA TRUST DAVANAGERE","6813","4","2015"
"29","SRI SAPTHAGIRI SRINIVAS T.T.I.(D.ED) KOLAR","6815","4","2015"
"29","SRI SHARANABASAVESWARA TEACHER TRAINING INSTITUTE BELLARY","6817","4","2015"
"29","ST. JOSEPH'S CONVENT TTI FOR WOMEN MANDYA","6863","4","2015"
"29","ST. JOSEPH'S TEACHER TRAINING INSTITUTE MYSORE","6864","4","2015"
"29","ST. JOSEPH TEACHER TRAINING INSTITUTE BANGALORE","6861","4","2015"
"29","ST MARY S INSTITUTE OF D ED CHITRADURG","6859","4","2015"
"29","ST. MOTHER TERESA TEACHER TRAINING CENTER KOPPAL","6865","4","2015"
"29","SUVARNA TEACHER TRAINING INSTITUTE KOLAR","6873","4","2015"
"29","SWAMI VIVEKANANDA YOUTH MOVEMENT MYSORE","6874","4","2015"
"29","SWAMY VIVEKANANDA EDUCATION SOCIETY UTTARA KANNADA","6875","4","2015"
"29","SYED BAREY INSTITUTE OF EDUN GULBARGA","6879","4","2015"
"29","THE RURAL EDUCATION SOCIETY BANGALORE RURAL","6888","4","2015"
"29","TMAE SOCIETYS TEACHER TRAINING INSTITUTE DAVANAGERE","6890","4","2015"
"29","UNIVERSAL TEACHERS TRAINING CENTRE TUMKUR","6894","4","2015"
"29","VIDYABHARATI PRATISHTHAN UTTARA KANNADA","6913","4","2015"
"29","VIDYANIDHI EDUCATION SOCIETY BANGALORE RURAL","6914","4","2015"
"29","VIDYA PRASARAK MANDAL S.S.HIGH SCHOOL COMPOUND BAGALKOT","6906","4","2015"
"29","VIDYA PRASARAK SAMITI BELGAUM","6907","4","2015"
"29","VIDYASAGAR ALPASANKHYATAR SHAIKSHANIK SAMSTHES ANN BELGAUM","6916","4","2015"
"29","VIDYASAGAR ALPASANKYATAR SHAIKSHANIK SAMSTHES BELGAUM","6917","4","2015"
"29","VINOOTHANA SHIKSHANA SEVA SAMSTHE KOPPAL","6926","4","2015"
"29","VISHNU TEACHER TRAINING INSTITUTE KOLAR","6928","4","2015"
"24","ADARSH MAHILA PRIMARY TEACHER COLLEGE OF EDUCATION ANAND","5763","4","2015"
"24","ADHYAPAN MANDIR VALLABH VIDHYALAYA BOCHASAN KHEDA","5766","4","2015"
"24","AMAR BHARATI MAHILA ADHYAPAN MANDIR GANDHINAGAR","5768","4","2015"
"24","DISTRICT INSTITUTE OF EDUCATION & TRAINING AMRELI","5801","4","2015"
"24","DISTRICT INSTITUTE OF EDUCATION & TRAINING ANAND","8979","4","2015"
"24","DISTRICT INSTITUTE OF EDUCATION & TRAINING ASHANAGAR DANG","5802","4","2015"
"24","DISTRICT INSTITUTE OF EDUCATION & TRAINING BANSKANTHA PALANPUR","5803","4","2015"
"24","DISTRICT INSTITUTE OF EDUCATION & TRAINING BHAVNAGAR","5805","4","2015"
"24","DISTRICT INSTITUTE OF EDUCATION & TRAINING DAHOD","5806","4","2015"
"24","GOVT TRAINING COLLEGE FOR MAN SABARKANTHA","5837","4","2015"
"24","JEEL ADHYAPAN MANDIR AHMEDABAD","5851","4","2015"
"24","L.R. RAV PRIMARY TEACHER TRAINING COLLEGE SABARKANTHA","5862","4","2015"
"24","MAHILA PTC COLLEGE KUTCH","5880","4","2015"
"24","MARY BROWN MEMORIAL TRAINING COLLEGE KHEDA","5881","4","2015"
"24","MATRUSHRI KHEMIBA PTC COLLEGE SURAT","5884","4","2015"
"24","MATRUVANDAN PTC COLLEGE JUNAGADH","5885","4","2015"
"24","PIYUNI PRE-SCHOOL TEACHER EDUCATION AHMEDABAD","5913","4","2015"
"24","SARDAR VALLABHBHAI PRABHAS ADHYAPAN MANDIR PRABHAS PATAN JUNAGADH","5953","4","2015"
"24","SARDAR VALLABHBHAI STREE ADHYAPAN MANDIR KHED","5954","4","2015"
"24","SARSWATI STRI ADHYAPAN MANDIR AHMEDABAD","5958","4","2015"
"24","SARVA VIDYALAYA PTC COLLEGE GANDHINAGAR","5960","4","2015"
"24","SHREE SWAMINARYANA ADHYAPAN MANDIR JUNAGADH","6021","4","2015"
"24","SHRI J.M.SABVA PTC COLLEGE BHAVNAGAR","6045","4","2015"
"24","SHRI K.D.BARAD SMARAK TRUST JUNAGADH","6050","4","2015"
"24","SMT. SADGUNABEN C.U.SHAH ADHYAPAN MANDIR SURENDRANAGAR","6097","4","2015"
"24","SMT. SHARDABEN KANTILAL PATEL PTC COLLEGE SABARKANTHA","6098","4","2015"
"24","SWAMI VIVEKANAND PTC COLLEGE KHEDA","6113","4","2015"
"24","TAKSHASHILA PTC COLLEGE SURENDRANAGAR","6120","4","2015"
"29","GOVERNMENT POLYTECHNIC BILAGI BAGALKOT DISTRICT","1243","2","2015"
"29","GOVERNMENT POLYTECHNIC CHAMARAJANAGAR","1244","2","2015"
"29","GOVERNMENT POLYTECHNIC CHANNAPATNA","1245","2","2015"
"29","GOVERNMENT POLYTECHNIC CHINTAMANI","1246","2","2015"
"29","GOVERNMENT POLYTECHNIC CHITRADURGA","1248","2","2015"
"29","GOVERNMENT POLYTECHNIC FOR WOMEN GULBARGA","1249","2","2015"
"29","GOVERNMENT POLYTECHNIC FOR WOMEN MANGALORE","1250","2","2015"
"29","GOVERNMENT POLYTECHNIC FOR WOMEN RAMANAGARA","1251","2","2015"
"02","ATAL BIHARI VAJPAYEE GOVERNMENT INSTITUTE OF ENGINEERING & TECHNOLOGY (DIPLOMA PROGRAMME)","1101","2","2015"
"02","DAWARKA DASS MEMORIAL SAI INSTITUTE OF EDUCATION TRAINING HAMIRPUR","6214","4","2015"
"02","DEVASYA (WOMEN) POLYTECHNIC VILL- BAZURI PO TEHSIL & DISTT. HAMIRPUR","1103","2","2015"
"02","DEV BHUMI POLYTECHNIC VILL- CHANDPUR NEAR LALEHARI TEHSIL HROLI DISTT. UNA","1102","2","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING BILASPUR","6215","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHAMBA","6216","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHARAMSHALA KANGRA","6217","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING HAMIRPUR","6218","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING KEYLONG LOHOUL- SPITI","6219","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING KINNAUR","6220","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING KOTLA KHURD UNA","6221","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING KULLU","6222","4","2015"
"02","DISTRICT INSTITUTE OF EDUCATION AND TRAINING MANDI","6223","4","2015"
"02","GOVT. POLYTECHNIC TALWAR (JAISINGHPUR)","1117","2","2015"
"02","GRACE SCHOOL OF NURSING KANGRA","3855","3","2015"
"02","HIMALAYAN GROUP OF PROFESSIONAL INSTITUTION MANDI","3857","3","2015"
"02","NANDA HOSPITAL UNA","3868","3","2015"
"27","CHANDRALOP SHIKSHAN PRASARAK MANDAL SHRI B. G. LOKHANDE D. ED. COLLEGE CIDCO AURANGABAD","9144","4","2015"
"02","NATRAJ POLYTECHNIC VILLAGE SAINTHAL P.O. RAJWARI NEAR HATESHWARI MATA MANDIR DISTT. MANDI","1128","2","2015"
"02","PT. GAURI SHANKAR MEMORIAL POLYTECHNIC DEVNAGAR ARKI DISTT. SOLAN (H.P.)","1130","2","2015"
"02","RAMESHWARI TEACHER TRAINING INSTITUTE KULLU","6229","4","2015"
"02","SAI SANJEEVINI INSTITUTE OF MEDICAL SCIENCES SOLAN","3869","3","2015"
"02","SCHOOL OF NURSING BILASPUR","3870","3","2015"
"02","SCHOOL OF NURSING SIRMOUR","3872","3","2015"
"28","AROGYAVARAM MEDICAL CENTRE AROGYAVARAM","3459","3","2015"
"28","CHANDRA SCHOOL OF NURSING GUNTUR","3475","3","2015"
"27","SHRADDHA RURAL MEDICAL SOCIAL WELFARE & EDUCATION`S SAHAKAR MAHARSHI KISANRAO VARAL PATIL COLLEGE OF PHARMACY NIGHOJ TAL PARNER AHMEDNAGAR","10769","2","2015"
"27","LOKNETE HANUMANTRAO PATIL CHARITABLE TRUST`S LOKNETE HANAMANTRAO PATIL COLLEGE OF PHARMACY VITA","10817","2","2015"
"27","MAHARASHTRA SHIKSHAN SAMITI'S MAHARASHTRA POLYTECHNIC (D. PHARMACY) INSTITUTE NILANGALATUR","1923","2","2015"
"27","KARMAVEER R.S.WAGH EDUCATION & HEALTH INSTITUTE KADWA POLYTECHNIC RAJARAM NAGAR TAL-DINDORI NASHIK","1887","2","2015"
"27","SHIKSHAN PRASARAK MANDAL'S SMT. KUSUMTAI WANKHEDE INSTITUTE OF PHARMACY KATOL.","2106","2","2015"
"27","ABASAHEB KAKADE SHIKSHAN SHASTRA MAHAVIDYALYA NAV MAHARASHTRA SHIKSHAN MANDAL SHEVGAON AHMEDNAGAR","8998","4","2015"
"27","ABHAYSINHRAJE BHONSLE INSTITUTE OF TECHNOLOGY (POLYTECHNIC)","1643","2","2015"
"27","ADARSHA BAHUUDDESHIYA SHIKSHAN PRASARAK MANDAL DR. R . N. LAHOTI POLYTECHNIC SULTANPUR","1648","2","2015"
"27","ADHYAPAK VIDYALAYA JARUD AMRAVATI","9023","4","2015"
"27","ADHYAPAK VIDYALAYA PARANDA OSMANABAD","9026","4","2015"
"27","ADHYAPAK VIDYALAYA RAJAPUR (AMBEWADI) RATNAGIRI","9022","4","2015"
"27","ADHYAPAK VIDYALAYA SHAHADA NANDURBAR","9027","4","2015"
"27","ANANDI SHIKSHAN PRASARAK MANDAL MOUJE SANGAON TAL KAGAL KOLHAPUR","9060","4","2015"
"27","ANJUMAN E ISLAM`S GIRL POLYTECHNIC PUNE","10823","2","2015"
"27","ANJUMAN- E- ISLAM URDU JUNIOR COLLEGE OF EDUCATION MHASALA RAIGAD","9065","4","2015"
"27","ANJUMAN-I-ISLAM M. H. JR. COLLEGE OF EDUCATION FOR WOMEN MAHIM MUMBAI","9068","4","2015"
"27","ANJUMAN IMDADUT TULBA'S INSTITUTE OF PHARMACY MALEGAON(NASHIK)","1669","2","2015"
"27","ANJUMAN ISBAT-E-TALIM BEEDS MILIYA URDU D. ED. COLLEGE BEED","9066","4","2015"
"27","ANJUMAN-ISLAM'S ABDUL RAZZAK KALSEKAR POLYTECHNICPANVELNAVI MUMBAI","1671","2","2015"
"28","GOVERNMENT GENERAL HOSPITAL KURNOOL","3503","3","2015"
"27","ANJUMAN ISLAM'S A.K.HAFIZKA INSTITUTE OF HOTEL MANAGEMENT AND CATERING TEHNOLOGYMUMBAI","1670","2","2015"
"27","ANJUMAN JUNIOR COLLEGE OF EDUCATION KHAMGAON BULDANA","9067","4","2015"
"27","ASHA KIRAN BAHUDESHIYA SANSTHA`S ASHA KIRAN TECHNICAL INSTITUTE NAGPUR","10666","2","2015"
"27","ASHAPURI SHIKSHAN PRASARAK MANDAL KOTKAR D. ED. COLLEGE TAL. CHALISGAON JALGAON","9076","4","2015"
"27","ASHIRWAD SHIKSHAN PRASAR MANDALS DAHAGAON THANE","9077","4","2015"
"27","ASHOKRAO MANE POLYTECHNIC","1674","2","2015"
"27","ASHOK SHIKSHAN SANSTHA MILLIND VASANTRAO BAWASE HANUMAN NAGAR CITY:NAGPUR NAGPUR","9079","4","2015"
"27","ASHWINI INSTITUTE OF NURSING NAGPUR","4736","3","2015"
"27","ASMITA SHAIKSHANIK SANSKRUTIK & SAMAJIK SANSTHA TALAND DHULE","9080","4","2015"
"27","BABURAO MUNDE(PATIL) COLLEGE DEVGAON BEED","9087","4","2015"
"27","BACKWARD CLASS COMITTEE'S SMT. RAJSHREE MULAK POLYTECHNIC FOR WOMEN NAGPUR","1684","2","2015"
"27","BACKWARD CLASS YOUTH RELIEF COMMITTEES INSTITUTE OF D. PHARMACY NAGPUR.","1685","2","2015"
"27","BACKWARD CLASS YOUTH RELIEF COMMITTEES NAGPUR POLYTECHNIC NAGPUR.","1686","2","2015"
"27","BACKWARD CLASS YOUTH RELIEF COMMITTEEUMRER POLYTECHNIC NAGPUR","1687","2","2015"
"27","BADSHAHI ANJUMAN ISHAATE - TALEEM SHIKSHAN SANSTHA AT. POST. TQ. PAITHAN RAZIA AURANGABAD","9089","4","2015"
"27","BADSHAHI ANJUMAN ISHAATE TALEEM SHIKSHAN SANSTHA R. Y. P. D. ED. COLLEGE KATKAT GAT AURANGABAD","10250","4","2015"
"27","BAHU UDDESHIYA GAJBHIYE SHIKSHAN SANSTHA PRAKASH D. ED. COLLEGE GOREGAON GONDIA","9090","4","2015"
