"institution_id","standalone_institution_name","state_name","state_body_type","level","programme","discipline_group_category","discipline_group","discipline","course_type","study_year","category","general_total","general_females","sc_total","sc_females","st_total","st_females","obc_total","obc_females","total_persons","total_females"
"14434","GOVERNMENT POLYTECHNIC, BATAGUDA","Odisha","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","General","1","Christians","5","2","1","0","5","2","0","0","11","4"
"14434","GOVERNMENT POLYTECHNIC, BATAGUDA","Odisha","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","General","2","Christians","2","0","0","0","1","0","0","0","3","0"
"14434","GOVERNMENT POLYTECHNIC, BATAGUDA","Odisha","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"4555","PRANAVAM SCHOOL OF NURSING KOLLAM","Kerala","Nursing","Diploma","Diploma-Diploma","Medical Science","Nursing","NURSING","Self Financing","4","Christians","6","6","0","0","0","0","0","0","6","6"
"4555","PRANAVAM SCHOOL OF NURSING KOLLAM","Kerala","Nursing","Diploma","Diploma-Diploma","Medical Science","Nursing","NURSING","Self Financing","3","Christians","6","6","0","0","0","0","0","0","6","6"
"4555","PRANAVAM SCHOOL OF NURSING KOLLAM","Kerala","Nursing","Diploma","Diploma-Diploma","Medical Science","Nursing","NURSING","Self Financing","2","Christians","2","2","0","0","0","0","0","0","2","2"
"4555","PRANAVAM SCHOOL OF NURSING KOLLAM","Kerala","Nursing","Diploma","Diploma-Diploma","Medical Science","Nursing","NURSING","Self Financing","1","Christians","4","4","0","0","0","0","0","0","4","4"
"5296","OUR LADY SCHOOL OF NURSING DINDIGUL","Tamil Nadu","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","General","4","Christians","10","10","0","0","0","0","0","0","10","10"
"5296","OUR LADY SCHOOL OF NURSING DINDIGUL","Tamil Nadu","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","General","3","Christians","7","7","0","0","0","0","0","0","7","7"
"5296","OUR LADY SCHOOL OF NURSING DINDIGUL","Tamil Nadu","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","General","2","Christians","15","15","0","0","0","0","0","0","15","15"
"5296","OUR LADY SCHOOL OF NURSING DINDIGUL","Tamil Nadu","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","General","1","Christians","12","12","0","0","0","0","0","0","12","12"
"3330","MURLIDHAR GAJANAND POLYTECHNIC HATHRAS","Uttar Pradesh","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL (AUTO)","Both","1","Jains","1","0","0","0","0","0","0","0","1","0"
"15307","GOVT POLYTECHNIC SAMBA","Jammu and Kashmir","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","ENGINEERING","General","2","Sikhs","3","0","0","0","0","0","0","0","3","0"
"15307","GOVT POLYTECHNIC SAMBA","Jammu and Kashmir","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","ENGINEERING","General","1","Sikhs","1","0","0","0","0","0","0","0","1","0"
"15307","GOVT POLYTECHNIC SAMBA","Jammu and Kashmir","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","ENGINEERING","General","3","Sikhs","1","0","0","0","0","0","0","0","1","0"
"15307","GOVT POLYTECHNIC SAMBA","Jammu and Kashmir","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","ENGINEERING","General","1","Sikhs","1","0","0","0","0","0","0","0","1","0"
"15307","GOVT POLYTECHNIC SAMBA","Jammu and Kashmir","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","ENGINEERING","General","3","Sikhs","1","0","0","0","0","0","0","0","1","0"
"15307","GOVT POLYTECHNIC SAMBA","Jammu and Kashmir","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","ENGINEERING","General","2","Sikhs","1","0","0","0","0","0","1","0","2","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical & Electronics Engg","General","3","Christians","0","0","0","0","0","0","1","0","1","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical & Electronics Engg","General","2","Christians","0","0","0","0","0","0","1","0","1","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical & Electronics Engg","General","1","Christians","0","0","0","0","0","0","4","0","4","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics Engg","General","3","Christians","0","0","0","0","0","0","2","0","2","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics Engg","General","2","Christians","0","0","0","0","0","0","5","0","5","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics Engg","General","1","Christians","0","0","0","0","0","0","3","0","3","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil Engg","General","3","Christians","0","0","0","0","0","0","2","0","2","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil Engg","General","2","Christians","0","0","0","0","0","0","2","0","2","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","Civil Engg","General","1","Christians","0","0","0","0","0","0","3","0","3","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engg","General","3","Christians","0","0","0","0","0","0","1","0","1","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engg","General","2","Christians","0","0","0","0","0","0","1","0","1","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","Mechanical Engg","General","1","Christians","0","0","0","0","0","0","5","0","5","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engg","General","3","Christians","0","0","0","0","0","0","1","0","1","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engg","General","2","Christians","0","0","0","0","0","0","3","0","3","0"
"1488","GOVERNMENT POLYTECHNIC COLLEGE MUTTOM","Kerala","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engg","General","1","Christians","0","0","0","0","0","0","3","0","3","0"
"13950","JANTA POLYTECHNIC MUSTAFABAD, YAMUNA NAGAR","Haryana","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","MECHANICAL ENGINEERING","Self Financing","2","Sikhs","7","0","0","0","0","0","2","0","9","0"
"13950","JANTA POLYTECHNIC MUSTAFABAD, YAMUNA NAGAR","Haryana","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","MECHANICAL ENGINEERING","Self Financing","3","Sikhs","1","0","0","0","0","0","0","0","1","0"
"13950","JANTA POLYTECHNIC MUSTAFABAD, YAMUNA NAGAR","Haryana","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL ENGINEERING","Self Financing","2","Sikhs","1","0","0","0","0","0","0","0","1","0"
"14165","CHRISTIAN COLLEGE OF NURSING FACULTY OF HEALTH, MED SCIE, INDIGENOUS & ALTERNATIVE SYS OF MED, ALLAHABAD","Uttar Pradesh","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","GNM","General","1","Christians","40","38","0","0","0","0","0","0","40","38"
"14165","CHRISTIAN COLLEGE OF NURSING FACULTY OF HEALTH, MED SCIE, INDIGENOUS & ALTERNATIVE SYS OF MED, ALLAHABAD","Uttar Pradesh","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","GNM","General","2","Christians","39","37","0","0","0","0","0","0","39","37"
"14165","CHRISTIAN COLLEGE OF NURSING FACULTY OF HEALTH, MED SCIE, INDIGENOUS & ALTERNATIVE SYS OF MED, ALLAHABAD","Uttar Pradesh","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","GNM","General","4","Christians","27","25","0","0","0","0","0","0","27","25"
"14165","CHRISTIAN COLLEGE OF NURSING FACULTY OF HEALTH, MED SCIE, INDIGENOUS & ALTERNATIVE SYS OF MED, ALLAHABAD","Uttar Pradesh","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","GNM","General","3","Christians","34","31","0","0","0","0","0","0","34","31"
"4888","SUM NURSING SCHOOL KHURDA","Odisha","Nursing","Under Graduate","B.Sc.(Nursing)-Bachelor of Science in Nursing","Medical Science","Nursing","NURSING","Self Financing","2","Christians","1","1","0","0","0","0","0","0","1","1"
"9552","MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY AZAM CAMPUS CAMP PUNE","Maharashtra","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ENGLISH","General","2","Sikhs","1","1","0","0","0","0","0","0","1","1"
"9552","MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY AZAM CAMPUS CAMP PUNE","Maharashtra","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ENGLISH","General","2","Christians","18","18","0","0","0","0","0","0","18","18"
"9552","MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY AZAM CAMPUS CAMP PUNE","Maharashtra","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ENGLISH","General","1","Sikhs","1","1","0","0","0","0","0","0","1","1"
"9552","MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY AZAM CAMPUS CAMP PUNE","Maharashtra","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ENGLISH","General","1","Christians","20","20","0","0","0","0","0","0","20","20"
"9552","MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY AZAM CAMPUS CAMP PUNE","Maharashtra","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ENGLISH","General","1","Buddhists","5","5","0","0","0","0","0","0","5","5"
"2579","GOVERNMENT POLYTECHNIC COLLEGE, AJMER","Rajasthan","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","Electrical","General","2","Jains","1","0","0","0","0","0","0","0","1","0"
"2579","GOVERNMENT POLYTECHNIC COLLEGE, AJMER","Rajasthan","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Other Engineering & Technology","Instrumentation","General","2","Jains","1","0","0","0","0","0","0","0","1","0"
"5272","K R SCHOOL OF NURSING COIMBATORE","Tamil Nadu","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","General","3","Christians","0","0","0","0","0","0","5","5","5","5"
"5272","K R SCHOOL OF NURSING COIMBATORE","Tamil Nadu","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","Nursing","General","2","Christians","0","0","0","0","0","0","2","2","2","2"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","ELECTRICAL","Self Financing","1","Christians","0","0","0","0","0","0","2","0","2","0"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","COMPUTER","Self Financing","3","Christians","0","0","0","0","0","0","1","1","1","1"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","3","Christians","0","0","0","0","0","0","2","0","2","0"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","2","Christians","0","0","0","0","0","0","2","0","2","0"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","3","Christians","0","0","0","0","0","0","7","0","7","0"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","2","Christians","0","0","0","0","0","0","3","0","3","0"
"13782","MERIT POLYTECHNIC COLLEGE, KADAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","1","Christians","0","0","0","0","0","0","3","0","3","0"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","General","3","Sikhs","8","8","18","18","0","0","4","4","30","30"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","General","2","Sikhs","4","4","18","18","0","0","4","4","26","26"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","Computer Engineering","General","1","Sikhs","10","10","10","10","0","0","0","0","20","20"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Medical Science","Pharmacy","Pharmacy","General","1","Sikhs","6","6","4","4","0","0","0","0","10","10"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics and CommunicationEngineering","General","3","Sikhs","3","3","9","9","0","0","3","3","15","15"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics and CommunicationEngineering","General","2","Sikhs","7","7","2","2","0","0","0","0","9","9"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","Electronics and CommunicationEngineering","General","1","Sikhs","7","7","2","2","0","0","0","0","9","9"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Medical Science","Other Medical Science","Medical Lab Technology","General","3","Sikhs","4","4","17","17","0","0","0","0","21","21"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Medical Science","Other Medical Science","Medical Lab Technology","General","2","Sikhs","5","5","15","15","0","0","7","7","27","27"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Medical Science","Other Medical Science","Medical Lab Technology","General","1","Sikhs","12","12","21","21","0","0","1","1","34","34"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Architecture","Architecture Assistantship","General","3","Sikhs","11","11","11","11","0","0","2","2","24","24"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Architecture","Architecture Assistantship","General","2","Sikhs","9","9","3","3","0","0","2","2","14","14"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Architecture","Architecture Assistantship","General","1","Sikhs","3","3","13","13","0","0","0","0","16","16"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Other Management","Modern Office Practice","General","3","Sikhs","5","5","22","22","0","0","1","1","28","28"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Management","Other Management","Modern Office Practice","General","1","Sikhs","3","3","34","34","0","0","3","3","40","40"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Information Technology","Information Technology","General","3","Sikhs","6","6","7","7","0","0","0","0","13","13"
"2444","GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA","Punjab","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Information Technology","Information Technology","General","2","Sikhs","11","11","5","5","0","0","0","0","16","16"
"2895","NANJIAH LINGAMMAL POLYTECH COLLEGE CHIKKADASAM PALAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Computer Engineering","COMPUTER","Self Financing","1","Christians","0","0","0","0","0","0","1","1","1","1"
"2895","NANJIAH LINGAMMAL POLYTECH COLLEGE CHIKKADASAM PALAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECHANICAL","Self Financing","1","Christians","0","0","0","0","0","0","3","0","3","0"
"2895","NANJIAH LINGAMMAL POLYTECH COLLEGE CHIKKADASAM PALAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","ELECTRONICS AND COMMUNICATION","Self Financing","1","Christians","0","0","0","0","0","0","1","0","1","0"
"2895","NANJIAH LINGAMMAL POLYTECH COLLEGE CHIKKADASAM PALAYAM","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","ELECTRICAL AND ELECTRONICS","Self Financing","1","Christians","0","0","0","0","0","0","1","0","1","0"
"7359","DISTRICT INSTITUTE OF EDUCATION & TRAINING, AIZAWL","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ISTE","General","2","Christians","0","0","0","0","121","72","0","0","121","72"
"7359","DISTRICT INSTITUTE OF EDUCATION & TRAINING, AIZAWL","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","ISTE","General","1","Christians","0","0","0","0","135","61","0","0","135","61"
"7359","DISTRICT INSTITUTE OF EDUCATION & TRAINING, AIZAWL","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","PSTE","General","2","Christians","0","0","0","0","108","65","0","0","108","65"
"7359","DISTRICT INSTITUTE OF EDUCATION & TRAINING, AIZAWL","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","PSTE","General","1","Christians","0","0","0","0","58","26","0","0","58","26"
"14551","DISTRICT INSTITUTE FOR EDUCATION & TRAINING, MAMIT","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","Education","General","2","Buddhists","0","0","0","0","10","0","0","0","10","0"
"14551","DISTRICT INSTITUTE FOR EDUCATION & TRAINING, MAMIT","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","Education","General","2","Christians","0","0","0","0","58","20","0","0","58","20"
"14551","DISTRICT INSTITUTE FOR EDUCATION & TRAINING, MAMIT","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","Education","General","1","Buddhists","0","0","0","0","17","0","0","0","17","0"
"14551","DISTRICT INSTITUTE FOR EDUCATION & TRAINING, MAMIT","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","Education","General","1","Christians","0","0","0","0","85","26","0","0","85","26"
"5455","PUSHPANJALI INSTITUTE OF NURSING AGRA","Uttar Pradesh","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","NURSING","Self Financing","4","Christians","","","","","","","","","1","0"
"5455","PUSHPANJALI INSTITUTE OF NURSING AGRA","Uttar Pradesh","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","NURSING","Self Financing","2","Christians","","","","","","","","","1","0"
"560","GOVT POLYTECHNIC SRIKAKULAM","Andhra Pradesh","Technical/Polytechnic","Diploma","Diploma-Diploma","Education","Education","Diploma in Civil Engineering","General","1","Christians","0","0","0","0","0","0","1","0","1","0"
"14549","DISTRICT INSTITUTE FOR EDUCATION & TRAINING, SERCHHIP","Mizoram","Teacher Training","Diploma","Diploma-Diploma","Education","Education","Education","General","1","Christians","0","0","0","0","97","28","0","0","97","28"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","Pre Service Teacher Education","General","2","Christians","0","0","0","0","48","30","0","0","48","30"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","Pre Service Teacher Education","General","1","Christians","0","0","0","0","57","33","0","0","57","33"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Primary)","General","2","Christians","0","0","0","0","60","21","0","0","60","21"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Primary)","General","2","Buddhists","0","0","18","2","0","0","0","0","18","2"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Primary)","General","1","Buddhists","0","0","10","0","0","0","0","0","10","0"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Primary)","General","1","Christians","0","0","0","0","21","6","0","0","21","6"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Middle)","General","2","Christians","0","0","0","0","107","38","0","0","107","38"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Middle)","General","2","Buddhists","0","0","7","1","0","0","0","0","7","1"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Middle)","General","1","Buddhists","0","0","70","1","0","0","0","0","70","1"
"7358","DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI","Mizoram","Teacher Training","Diploma","D.Ed.-Diploma in Education","Education","Education","In-Service Teacher Education (Middle)","General","1","Christians","0","0","0","0","63","14","0","0","63","14"
"4343","SRI VENKATESWARA SCHOOL OF NURSING BANGALORE URBAN","Karnataka","Nursing","Diploma","G.N.M.-General Nursing & Midwifery","Medical Science","Nursing","MEDICAL SCIENCE","Self Financing","4","Christians","9","0","0","0","0","0","0","0","9","0"
"3439","DEV BHOOMI INSTITUTE OF POLYTECHNIC","Uttrakhand","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","General","2","Buddhists","1","0","0","0","0","0","1","0","2","0"
"3439","DEV BHOOMI INSTITUTE OF POLYTECHNIC","Uttrakhand","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","General","1","Christians","0","0","1","0","1","0","1","0","3","0"
"3439","DEV BHOOMI INSTITUTE OF POLYTECHNIC","Uttrakhand","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","EC","General","1","Christians","0","0","0","0","1","0","0","0","1","0"
"14608","BHARATAM INSTITUTE OF TECHNOLOGY","Uttrakhand","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","3","Sikhs","1","0","0","0","0","0","0","0","1","0"
"14608","BHARATAM INSTITUTE OF TECHNOLOGY","Uttrakhand","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","2","Sikhs","1","0","0","0","0","0","0","0","1","0"
"2867","MD. INST.OF EDUCATION AND TECHNOLOGY GUNDUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Civil Engineering","CIVIL","Self Financing","3","Christians","","","","","","","2","0","2","0"
"2867","MD. INST.OF EDUCATION AND TECHNOLOGY GUNDUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electronics Engineering","ECE","Self Financing","3","Christians","","","","","","","1","0","1","0"
"2867","MD. INST.OF EDUCATION AND TECHNOLOGY GUNDUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Electrical Engineering","EEE","Self Financing","3","Christians","","","","","","","3","0","3","0"
"2867","MD. INST.OF EDUCATION AND TECHNOLOGY GUNDUR","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Mechanical Engineering","MECH","Self Financing","3","Christians","","","","","","","12","0","12","0"
"2784","ER PERUMAL MANIMEKALAI POLYTECHNIC COLLEGE SHOOLAGIRI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Chemical Engineering","Chemical","Self Financing","3","Christians","0","0","0","0","0","0","1","0","1","0"
"2784","ER PERUMAL MANIMEKALAI POLYTECHNIC COLLEGE SHOOLAGIRI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Chemical Engineering","Chemical","Self Financing","2","Christians","0","0","1","0","0","0","0","0","1","0"
"2784","ER PERUMAL MANIMEKALAI POLYTECHNIC COLLEGE SHOOLAGIRI","Tamil Nadu","Technical/Polytechnic","Diploma","Diploma-Diploma","Engineering & Technology","Chemical Engineering","Chemical","Self Financing","1","Christians","0","0","0","0","0","0","1","0","1","0"
