"university_id","university_name","state_name","district_name","level","programme","discipline_group_category","discipline_group","discipline","course_type","study_year","category","general_total","general_females","sc_total","sc_females","st_total","st_females","obc_total","obc_females","total_persons","total_females"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Civil Engineering","M.Tech Civil Engineering Structural Engineering","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Civil Engineering","Civil Engineering Construction Engineering & Management","Self Financing","","Parsis","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Civil Engineering","Civil Engineering Construction Engineering & Management","Self Financing","","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","M.Tech. Electronics & Communication Engineering Wireless Communication Engineering","Self Financing","1","Christians","3","1","3","2","0","0","0","0","6","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","M.Tech. Electronics & Communication Engineering Wireless Communication Engineering","Self Financing","2","Christians","5","3","0","0","0","0","0","0","5","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","M.Tech. Electronics & Communication Engineering Communication System Engineering","Self Financing","1","Christians","3","1","3","2","0","0","0","0","6","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","M.Tech. Electronics & Communication Engineering Communication System Engineering","Self Financing","2","Christians","5","3","0","0","0","0","0","0","5","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Electronics Engineering","M.Tech. Electronics & Communication Engineering Microwave Communication Engineering","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Home Science","Home Science","M. Sc Family Resource Management","Self Financing","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Home Science","Nutrition","Food, Nutrition & Dietetics","Self Financing","","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Home Science","Nutrition","M. Sc Food, Nutrition & Dietetics","Self Financing","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Home Science","Home Science","M. Sc Human Development","Self Financing","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Education","Education","Education","Self Financing","","Christians","18","13","0","0","0","0","0","0","18","13"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Ed. -Master of Education","Education","Education","Master of Education (M.Ed)","Self Financing","1","Christians","4","3","0","0","0","0","0","0","4","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Agriculture","Forestry","Forestry","Self Financing","","Christians","2","1","0","0","0","0","0","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","M.Sc. Forestry","Self Financing","1","Christians","3","2","5","3","0","0","0","0","8","5"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","M.Sc. Forestry","Self Financing","2","Christians","3","3","0","0","0","0","0","0","3","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Agriculture","Forestry","Agroforestry","Self Financing","","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","Agroforestry","Self Financing","1","Christians","0","0","4","2","0","0","1","0","5","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","Agroforestry","Self Financing","2","Christians","0","0","4","3","0","0","0","0","4","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Agriculture","Forestry","Environmental Science","Self Financing","","Christians","3","3","0","0","0","0","0","0","3","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","M.Sc. Environmental Science","Self Financing","1","Christians","1","1","0","0","0","0","1","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","M.Sc. Environmental Science","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","M.Sc. (Ag) Agricultural Meteorology","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Agriculture","Forestry","M.Sc. (Ag) Agricultural Meteorology","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Management","Financial Management","Financial Management","Self Financing","","Buddhists","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Management","Financial Management","Financial Management","Self Financing","","Christians","3","2","0","0","0","0","0","0","3","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Management","Agri-Business Management","Agribusiness Management","Self Financing","","Christians","2","2","0","0","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","MBA Agribusiness Management","Self Financing","1","Jains","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","MBA Agribusiness Management","Self Financing","1","Christians","3","2","0","0","0","0","0","0","3","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","MBA Agribusiness Management","Self Financing","2","Parsis","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","MBA Agribusiness Management","Self Financing","2","Christians","4","0","0","0","0","0","0","0","4","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","MBA IT Management","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Management","Business Management","Business Studies  Marketing","Self Financing","","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","MBA (International Business)","Self Financing","1","Christians","2","2","0","0","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Management","Business Administration","Master of Business Administr","Self Financing","","Christians","7","3","0","0","0","0","0","0","7","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Master of Business Administration (MBA)","Self Financing","1","Parsis","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Master of Business Administration (MBA)","Self Financing","1","Christians","7","2","2","0","0","0","0","0","9","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Master of Business Administration (MBA)","Self Financing","2","Christians","13","1","0","0","0","0","0","0","13","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Com.-Master of Commerce","Commerce","Commerce","M.Com","Self Financing","1","Christians","5","4","0","0","0","0","0","0","5","4"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Com.-Master of Commerce","Commerce","Commerce","M.Com","Self Financing","2","Christians","4","3","1","1","0","0","0","0","5","4"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Mathematics","Mathematics","Self Financing","","Christians","4","0","0","0","0","0","0","0","4","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Mathematics","Mathematics","Self Financing","","Sikhs","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Mathematics","M. Sc Mathematics","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Mathematics","M. Sc Mathematics","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Chemistry","M. Sc Chemistry","Self Financing","1","Christians","1","1","1","1","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Chemistry","M. Sc Chemistry","Self Financing","2","Christians","2","2","0","0","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Chemistry","Chemistry","Self Financing","","Christians","16","10","0","0","0","0","0","0","16","10"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Physics","Physics","Self Financing","","Christians","4","3","0","0","0","0","0","0","4","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Physics","M. Sc Physics","Self Financing","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Physics","M. Sc Physics","Self Financing","2","Christians","2","1","0","0","0","0","0","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Botany","Botany","Self Financing","","Christians","8","6","0","0","0","0","0","0","8","6"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Botany","M. Sc Botany","Self Financing","1","Christians","4","4","1","1","0","0","0","0","5","5"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Botany","M. Sc Botany","Self Financing","2","Christians","1","1","4","2","0","0","0","0","5","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Other Science","Forensic Science","Self Financing","","Christians","1","1","1","1","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Other Science","M. Sc Forensic Science","Self Financing","1","Christians","0","0","2","1","0","0","0","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Other Science","M. Sc Forensic Science","Self Financing","2","Christians","1","0","2","2","0","0","0","0","3","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Journalism & Mass Communication","Journalism & Mass Communication","M. A. Animation & Visual Effects","Self Financing","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Journalism & Mass Communication","Journalism & Mass Communication","M. A. Animation & Visual Effects","Self Financing","2","Christians","0","0","1","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.J.M.C.-Master of Journalism and Mass Communication","Journalism & Mass Communication","Journalism & Mass Communication","M. A. Mass Communication","Self Financing","1","Christians","3","1","0","0","0","0","0","0","3","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.J.M.C.-Master of Journalism and Mass Communication","Journalism & Mass Communication","Journalism & Mass Communication","M. A. Mass Communication","Self Financing","2","Jains","0","0","0","0","0","0","1","1","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Religious Studies","Christian Studies","Ph.D. in Theology","Self Financing","","Christians","43","8","1","0","0","0","0","0","44","8"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Religious Studies","Christian Studies","Ph.D. in Christian Studies","Self Financing","","Christians","48","8","0","0","0","0","0","0","48","8"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Religious Studies","Christian Studies","Master of Theology (M.Th)","Self Financing","1","Christians","12","3","0","0","0","0","0","0","12","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Social Science","Other Social Science","Master of Public Health","Self Financing","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Social Science","Other Social Science","Master of Public Health","Self Financing","2","Christians","0","0","1","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Foreign Language","English","MA in English","Self Financing","1","Christians","3","1","0","0","0","0","0","0","3","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Foreign Language","English","MA in English","Self Financing","1","Parsis","2","1","0","0","0","0","0","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.A.-Master of Arts","Foreign Language","English","MA in English","Self Financing","2","Christians","5","2","0","0","0","0","0","0","5","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Foreign Language","English","English","Self Financing","","Christians","11","9","0","0","0","0","1","0","12","9"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Social Science","Anthropology","Anthropology","Self Financing","","Christians","4","1","0","0","0","0","0","0","4","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Technology","M. Sc. Biotechnology (Plant / Animal Biotechnology)","Self Financing","1","Christians","3","3","0","0","0","0","0","0","3","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Technology","M. Sc. Biotechnology (Plant / Animal Biotechnology)","Self Financing","2","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Technology","M. Sc. (Ag.) Biotechnology","Self Financing","1","Christians","0","0","1","1","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Technology","M. Sc. (Ag.) Biotechnology","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Bio-Technology","Biotechnology","Self Financing","","Christians","10","8","0","0","1","0","1","1","12","9"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","M.Tech. Biotechnology (Genomics & Proteomics Technology)","Self Financing","1","Christians","0","0","1","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Other Engineering & Technology","M.Tech. Biotechnology (Genomics & Proteomics Technology)","Self Financing","2","Christians","2","2","1","0","0","0","0","0","3","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Science","M. Sc. Microbiology","Self Financing","1","Christians","1","1","1","0","0","0","0","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Science","M. Sc. Microbiology","Self Financing","2","Christians","0","0","1","1","0","0","1","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Science","M. Sc. (Ag.) Microbiology","Self Financing","1","Christians","0","0","1","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Science","M. Sc. (Ag.) Microbiology","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Other Engineering & Technology","Bioinformatics","Self Financing","","Christians","3","2","0","0","0","0","0","0","3","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Bio-Chemistry","M. Sc. (Ag.) Biochemistry","Self Financing","2","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Science","Bio-Science","Biochemistry","Self Financing","","Christians","5","2","0","0","0","0","0","0","5","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Food Technology","Agricultural Engineering Agricultural Process & Food Engineering","Self Financing","","Christians","3","2","0","0","0","0","0","0","3","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Food Technology","M. Tech Agricultural Engineering Agricultural Process & Food Engineering","Self Financing","1","Christians","2","2","0","0","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Food Technology","M. Tech Food Tech. (Food Process Engineering)","Self Financing","1","Christians","3","3","0","0","0","0","0","0","3","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Food Technology","M. Tech Food Tech. (Food Quality Management)","Self Financing","1","Christians","2","1","0","0","0","0","0","0","2","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Food Technology","M. Tech Food Tech. (Food Quality Management)","Self Financing","2","Christians","2","2","1","1","0","0","0","0","3","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Sc.-Master of Science","Science","Other Science","M.Sc. Remote Sensing & GIS","Self Financing","1","Christians","3","0","1","1","0","0","0","0","4","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Agriculture Engineering","M. Tech Agricultural Engineering (Soil Water Conservation Engineering)","Self Financing","","Christians","3","0","0","0","0","0","0","0","3","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Other Engineering & Technology","Agricultural Engineering (Irrigation & Drainage Engineering)","Self Financing","","Christians","3","0","0","0","0","0","1","0","4","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Agriculture Engineering","M. Tech Agricultural Water Management","Self Financing","1","Christians","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Agriculture Engineering","M. Tech Agricultural Engineering (Soil Water Conservation Engineering)","Self Financing","2","Christians","0","0","0","0","0","0","1","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Agriculture Engineering","M. Tech Water Resource Engineering","Self Financing","2","Christians","0","0","3","1","0","0","0","0","3","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Agriculture Engineering","M. Tech Agricultural Engineering (Farm Machinery & Power Engineering)","Self Financing","1","Christians","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Post Graduate","M.Tech. -Master of Technology","Engineering & Technology","Agriculture Engineering","M. Tech Agricultural Engineering (Farm Machinery & Power Engineering)","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","Ph.D.","Ph.D.-Doctor of Philosophy","Engineering & Technology","Agriculture Engineering","Agricultural Engineering (Farm Machinery & Power Engineering)","Self Financing","","Christians","4","0","0","0","0","0","0","0","4","0"
"0622","National Institute of Technology Delhi","Delhi","West","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Electronics Engineering","Electronics & Communication Engineering","General","1","Sikhs","1","0","1","0","0","0","0","0","2","0"
"0622","National Institute of Technology Delhi","Delhi","West","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Electronics Engineering","Electronics & Communication Engineering","General","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0622","National Institute of Technology Delhi","Delhi","West","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Electronics Engineering","Electronics & Communication Engineering","General","2","Jains","1","0","0","0","0","0","0","0","1","0"
"0622","National Institute of Technology Delhi","Delhi","West","Under Graduate","B.Tech.-Bachelor of Technology","Engineering & Technology","Electronics Engineering","Electronics & Communication Engineering","General","3","Sikhs","1","1","0","0","0","0","1","1","2","2"
